ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
1800,Hatecoil Behemoth,112161,1452469,0,1.3,0.4,0,0
1801,Stoneclaw Hunter,91332,1452431,0,3.2,0.35,0,0
1802,Rivers of Lava,92622,237583,0,1,0.4,1,0
1803,Krakatau,112170,1067396,0,1.2,0.4,0,0
1804,Felsworn Infester,96587,1452422,0,3.2,0.35,0,0
1805,Melting Eye Beams,111349,1416168,0,1.2,0.5,0,0
1806,Kharnis the Malevolent,112171,1452418,0,1.4,0.4,0,0
1807,Valarjar Thundercaller,95842,1452466,0,3.2,0.35,0,0
1808,Lightning Breath,111349,1416168,0,1.2,0.5,0,0
1809,Mayhem,112174,1452374,0,1.4,0.4,0,0
1810,Seacursed Slaver,97043,1452447,0,3.2,0.35,0,0
1811,Stench of Death,92622,136187,0,1,0.4,1,0
1812,Karbaros,112179,1452345,0,1.1,0.4,0,0
1813,Miasu,111653,1452556,0,1.3,0.4,0,0
1814,Loyalist Sycophants,111490,1452548,0,3.2,0.35,0,0
1815,Fel Strike,92622,1388065,0,1,0.4,1,0
1816,Darkshade,92965,1416283,0,1.2,0.45,0,0
1817,Risen Sabers,93061,1452400,0,1.9,0.4,0,0
1818,Spectral Swipe,92622,1396978,0,1,0.4,1,0
1819,Murkwater Warriors,102166,1568939,0,1.9,0.4,0,0
1820,Trident-Thrower Tedriss,112242,1568938,0,1.3,0.45,0,0
1821,Three-Pronged Attack,92622,1376040,0,1,0.4,1,0
1822,Bahagar,110562,1452550,0,1.3,0.45,0,0
1823,Strangling Bite,92622,236167,0,1,0.4,1,0
1824,Smolderhide Chanter,93577,1452409,0,1.9,0.4,0,0
1825,Mitishka,112243,1452355,0,1.3,0.4,0,0
1826,Binding Totems,92622,538575,0,1,0.4,1,0
1827,Dreadsting Lurkers,104928,1341754,0,1.6,0.4,0,0
1828,Poisoned Barb,92622,132274,0,1,0.4,1,0
1830,Mahajik,99367,1452448,0,1.1,0.4,0,0
1831,Pulverizing Smash,92622,132318,0,1,0.4,1,0
1832,Roaring Bonfire,92622,237588,0,1,0.4,1,0
1833,Rockjaw,112244,1452430,0,1.2,0.4,0,0
1834,Enraged Ambershards,94507,1452478,0,1.1,0.35,0,0
1835,Feltotem Bonehounds,105066,1360233,0,1.1,0.35,0,0
1836,Houndmaster Survok,105064,1360245,0,1.2,0.4,0,0
1837,Seabound Soldiers,102226,1452472,0,3.6,0.35,0,0
1838,Swamp Fog,92622,627487,0,1,0.4,1,0
1839,Shrieking Widow,112246,1452341,0,1.6,0.4,0,0
1840,Duraxus,112249,1452412,0,1.2,0.4,0,0
1841,Felblade Assassins,102543,1452415,0,3.2,0.35,0,0
1842,Congealed Mana Monster,112250,1067324,0,0.9,0.4,0,0
1843,Energy Sparks,92622,237551,0,1,0.4,1,0
1844,Faulty Foundations,92622,1016354,0,1,0.4,1,0
1845,Aspiring Necromancer Aeviss,112253,1452404,0,1.2,0.4,0,0
1846,Skeletal Minions,28878,1452383,0,3.2,0.35,0,0
1847,Avoid Detection,92622,136127,0,1,0.4,1,0
1848,Devon the Snubbed,112254,1452502,0,1.7,0.4,0,0
1849,Goons,112256,1452356,0,3.2,0.35,0,0
1850,Drunken Punch,92622,132298,0,1,0.4,1,0
1851,The Rat Prince,112258,1452342,0,1.4,0.4,0,0
1852,Mass of Rats,4075,1452342,0,3.2,0.35,0,0
1853,Bleakwater Helsquids,91537,1452417,0,3.2,0.4,0,0
1854,Strangling Grasp,92622,254105,0,1,0.4,1,0
1855,Helhounds,105532,1452425,0,2,0.4,0,0
1856,Bloody Cleaver,92622,460959,0,1,0.4,1,0
1857,Restless Ancestors,105079,1360235,0,1.4,0.4,0,0
1858,Amalia,107489,1452513,0,1.4,0.4,0,0
1859,"Windsor, Battle-Corgi",112265,1522930,0,3.2,0.35,0,0
1860,Overwhelming Cuteness,92622,1339013,0,1,0.4,1,0
1861,Master Tamer Flummox,97709,1452379,0,1.2,0.4,0,0
1862,Dr. Fluffington,106122,1416205,0,1.9,0.35,0,0
1863,Faulty Foundations,92622,1016354,0,1,0.4,1,0
1864,David Globerunner,106776,1452446,0,1.4,0.4,0,0
1865,Waves of Combatants,92622,132333,0,1,0.4,1,0
1866,Ravencrest's Gaze,92622,132372,0,1,0.4,1,0
1867,Bitterbrine Saltcasters,89284,1452369,0,2.3,0.35,0,0
1868,Sea Spray,92622,463570,0,1,0.4,1,0
1869,Grubbyhands,112283,1452367,0,1.4,0.4,0,0
1870,Nightborne Legionnaires,106654,1522936,0,3.2,0.35,0,0
1871,Sir Shalizar,112286,1452500,0,1.2,0.4,0,0
1872,Hostile Audience,92622,589118,0,1,0.4,1,0
1873,Tabulator Lowronk,112292,1452440,0,1.3,0.4,0,0
1874,Felguard Legionnaires,91670,1341746,0,1.3,0.4,0,0
1875,Feltotem Siegebreaker,112294,1360245,0,1.2,0.4,0,0
1876,Captain Hjalmar Stahlstrom,106459,1452511,0,1.3,0.4,0,0
1877,Necrodark Defiler,104888,1452492,0,1.3,0.5,0,0
1878,Juvenile Giant Rockwurm,112300,1452357,0,1.3,0.5,0,0
1879,Frozen Glacier,111348,1416168,0,1.2,0.5,0,0
1880,Felskorn Raider,96129,1396642,0,1.3,0.5,0,0
1881,Runemaster Skomjorn,112302,1452408,0,1.2,0.5,0,0
1882,Explosive Runes,111349,1416168,0,1.2,0.5,0,0
1883,Zithreenai Tidecaller,102831,1452452,0,1.3,0.5,0,0
1884,Wavemistress S'revess,112304,1452479,0,1.2,0.45,0,0
1885,Deep Ocean Currents,111348,1416168,0,1.2,0.5,0,0
1886,Cove Skrog,89097,1416313,0,1.3,0.5,0,0
1887,Pitmaster Rudi,112305,1452465,0,1.5,0.4,0,0
1888,Trample,111349,1416168,0,1.2,0.5,0,0
1889,Avoid Eyes of Zoth,111348,1416168,0,1.2,0.5,0,0
1890,Felguard Invader,106537,1341746,0,1.3,0.5,0,0
1891,Warbringer Xorth,112308,1452416,0,1.2,0.4,0,0
1892,Felsoul Ravener,108314,1341745,0,1.3,0.5,0,0
1893,Doomlord Vrazzik,112314,1452407,0,1.2,0.4,0,0
1894,Fel Cones,111348,1416168,0,1.2,0.5,0,0
1895,Eredar Riftweaver,95161,1341749,0,1.3,0.5,0,0
1896,Portal-Guardian Krentos,112316,1452435,0,1.4,0.4,0,0
1897,Stablemaster Orian,112465,1452542,0,1.4,0.4,0,0
1898,Avoid Suspicion,92622,134440,0,1,0.4,1,0
1899,Menagerie Keeper,111769,1522937,0,2,0.4,0,0
1900,Lord Nimrod,112471,1452509,0,1.4,0.4,0,0
1901,Nightborne Loyalists,111445,1522938,0,2,0.4,0,0
1902,Disapproving Glare,92622,136215,0,1,0.4,1,0
1903,Lady Dyana,112473,1452507,0,1.4,0.4,0,0
1904,Nightborne Socialites,105836,1452506,0,1.4,0.4,0,0
1905,Wine Toss,92622,461802,0,1,0.4,1,0
1906,Houndmaster Britomar,112475,1452453,0,1.4,0.4,0,0
1907,Pack of Suramar Snarlers,104224,1452386,0,1.4,0.4,0,0
1908,Avoid Detection,92622,538568,0,1,0.4,1,0
1909,Overwhelming Cuteness,92622,237554,0,1,0.4,1,0
1910,Mana Drain,111349,1416168,0,1.2,0.5,0,0
1911,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1912,Salteye Hookblades,88099,1452388,0,1.8,0.4,0,0
1913,Siren Sathraviss,112832,1452555,0,1.2,0.45,0,0
1914,Alluring Gaze,92622,136220,0,1,0.4,1,0
1915,Grizzlepaw,112833,1452561,0,3.2,0.45,0,0
1916,Llothien Grizzles,90134,1341747,0,1.8,0.4,0,0
1917,Unstable Nests,92622,132296,0,1,0.4,1,0
1918,Waygoo,112836,1452381,0,1.2,0.45,0,0
1919,Timeworn Raiders,105360,1416207,0,2.5,0.4,0,0
1920,Lost Laborers,104812,1452457,0,2.5,0.4,0,0
1921,Lady Sommel,112838,1452530,0,1.5,0.5,0,0
1922,Bottom's Up,92622,132789,0,1,0.4,1,0
1923,Snaptail,112839,1416332,0,1.4,0.45,0,0
1924,Crumbling Ruins,92622,135236,0,1.2,0.5,1,0
1925,Frenzybound Alpha,112840,1452377,0,1.1,0.4,0,0
1926,Frenzybound Doe,93329,1452537,0,1.8,0.3,0,0
1927,Sudden Stampede,92622,132368,0,1,0.4,1,0
1928,Droolspine,112841,1452426,0,2.1,0.4,0,0
1929,Risen Hounds,91847,1452426,0,1.9,0.4,0,0
1930,Spectral Bite,92622,132127,0,1,0.4,1,0
1931,Lytheron Gloomscales,111383,1067331,0,1.9,0.4,0,0
1932,Deathscale,112842,1452391,0,1.1,0.4,0,0
1933,Poisoned Blood,92622,132108,0,1,0.4,1,0
1934,Coldscale Deatheyes,98957,1416321,0,1.9,0.4,0,0
1935,Boulderscale,112843,1396630,0,1.5,0.4,0,0
1936,Feltotem Warmongers,105064,1360245,0,1.1,0.35,0,0
1937,Odaug,112844,1452449,0,1.2,0.4,0,0
1938,Fel Stomp,92622,1247261,0,1,0.4,1,0
1939,"""Fish Eye"" Mrlgrlrl",112845,1452349,0,1.7,0.4,0,0
1940,Swamprock Marshstompers,105063,1360231,0,0.9,0.4,0,0
1941,Wyrmtongue Deathsearchers,101826,1452468,0,2,0.35,0,0
1942,Snufflethief,112846,1452427,0,1.6,0.4,0,0
1943,Glittering Distraction,92622,348560,0,1,0.4,1,0
1944,Shimmering Oleander,100561,1341740,0,1.3,0.4,0,0
1945,Doombloom,112848,1452497,0,0.9,0.4,0,0
1946,Bay Hunters,91825,1452343,0,1.4,0.4,0,0
1947,Chomper,112849,1452560,0,1.2,0.45,0,0
1948,Egyl the Enduring,98188,1452443,0,1.2,0.4,0,0
1949,Unseeing Watchers,98189,1452358,0,2,0.4,0,0
1950,Chilling Mist,92622,775461,0,1,0.4,1,0
1951,Starbuck,107487,1452512,0,1.1,0.4,0,0
1952,Foothills Greatstags,97516,1452529,0,1.4,0.4,0,0
1953,Stormtalon,109994,1452501,0,1.1,0.4,0,0
1954,Storm's Reach Worgs,107463,1452387,0,1.3,0.8,0,0
1955,Ickathiss,112850,1452489,0,1.4,0.4,0,0
1956,Vile Lurkers,108528,1452488,0,3.2,0.35,0,0
1957,Sticky Webs,92622,237430,0,1,0.4,1,0
1958,Zaxifran the Defiler,112851,1452423,0,0.9,0.4,0,0
1959,Darkfiend Despoilers,106764,1452544,0,3.2,0.35,0,0
1960,Nightmares,92622,1357812,0,1,0.4,1,0
1961,Nightborne Saboteurs,102969,1452450,0,3.2,0.35,0,0
1962,Magistrix Astroleth,112852,1452552,0,1.4,0.4,0,0
1963,Matron Leasan,112853,1416279,0,1.1,0.4,0,0
1964,Cliffclutch Screechers,98306,1396625,0,3.2,0.35,0,0
1965,Naga Brutes,91459,1416314,0,3.4,0.35,0,0
1966,Hatecoil Harpooners,107447,1452487,0,3.4,0.35,0,0
1967,Drowned Nightwatchers,88970,1452395,0,3.4,0.35,0,0
1968,Venomspinners,111479,1452554,0,3.4,0.35,0,0
1969,Spiderlings,111456,1452508,0,3.4,0.35,0,0
1970,Darkfire Felwings,111508,1452475,0,3.4,0.35,0,0
1971,Felblood Maggots,111697,1452378,0,3.4,0.35,0,0
1972,Timeless Frostsouls,108440,1452535,0,3.4,0.35,0,0
1973,Glacial Familiars,108454,1452375,0,3.4,0.35,0,0
1975,Timeless Pyromancers,108447,1452534,0,3.4,0.35,0,0
1976,Brilliant Familiars,108453,1452533,0,3.4,0.35,0,0
1977,Blacksail Salvors,108133,1452525,0,3.4,0.35,0,0
1978,Blacksail Gunners,108146,1452528,0,3.4,0.35,0,0
1979,Blacksail Keelhaulers,108139,1452527,0,3.4,0.35,0,0
1980,Veil Shadowrunners,109349,1452496,0,3.4,0.35,0,0
1981,Withered Fanatics,90318,1452481,0,3.4,0.35,0,0
1982,Nightfallen Constructs,90005,1452396,0,3.4,0.35,0,0
1983,Timeworn Greatshells,110838,1452380,0,3.4,0.35,0,0
1984,Squallhunter Whelplings,107455,1452464,0,1.2,0.5,0,0
1985,Adult Squallhunters,99223,1396639,0,1.2,0.5,0,0
1986,Rampaging Squallhunters,107469,1452501,0,1.2,0.5,0,0
1993,Fel Lava,111348,1416168,0,1.2,0.5,0,0
1994,The Rat Prince,115688,1522925,0,1.4,0.4,0,0
1995,Thar'zul,115172,1542297,0,1.4,0.4,0,0
1996,Feltongue Corruptors,114256,1542298,0,3.2,0.35,0,0
1997,Fel Spreader,115037,961621,0,1.2,0.5,0,0
1998,Brawl Bouncer,116493,1551332,0,1.4,0.4,0,0
2000,Meatball,116354,1568940,0,1.4,0.4,0,0
2001,Strange Feeling,116354,1568940,0,1.4,0.4,0,0
2002,Meatball MAD!,116354,1568940,0,1.4,0.4,0,0
2003,Ulrich Forgeworth,115292,1568943,0,1.4,0.4,0,0
2004,Altor Direvith,115294,1568941,0,1.4,0.4,0,0
2005,Arstad the Wild,115295,1568942,0,1.4,0.4,0,0
2006,Bill the Janitor,117077,1568945,0,1.4,0.4,0,0
2007,Animated Broom,117087,655994,0,1.4,0.4,0,0
2008,Shadowmaster Aameen,116743,1568944,0,1.4,0.4,0,0
2009,Shadow Detonation,116354,1568940,0,1.4,0.4,0,0
2010,Shadow Torch,116354,1568940,0,1.4,0.4,0,0
2011,Worldshatter Infernal,112896,1575494,0,1.4,0.4,0,0
2012,Skyterror,112950,1416354,0,1.4,0.4,0,0
2013,Dantalionax,112930,1575495,0,1.4,0.4,0,0
2014,Felaxe Dominator,112949,1575492,0,1.4,0.4,0,0
2015,Arkethrax,112939,1416403,0,1.4,0.4,0,0
2016,Soulstalker,112951,1575493,0,1.4,0.4,0,0
2017,Lord Hel'nurath,112936,1575491,0,1.4,0.4,0,0
2018,Varudis,112893,1575495,0,1.4,0.4,0,0
2019,Imp Mother Fecunda,112937,1575496,0,1.4,0.4,0,0
2020,Soulscreech Imp,112941,1575490,0,1.4,0.4,0,0
2021,Portal-Lord Zelxan,116436,1604865,0,2.5,0.4,0,0
2022,Cavalry of Fel Knights,119187,1604876,0,1.2,0.5,0,0
2023,Stampede of Felsteed,118850,1604846,0,1.2,0.5,0,0
2024,Xorothian Cultists,119053,1604875,0,1.2,0.5,0,0
2025,Fel Soulwardens,119603,1604860,0,1.2,0.5,0,0
2026,Stockades Bonepicker,119605,1341745,0,1.2,0.5,0,0
2027,Felsorrow Bruiser,120734,1604845,0,1.2,0.5,0,0
2028,Felsorrow Conqueror,120710,1604877,0,1.2,0.5,0,0
2029,Felsorrow Pesterer,120739,1604841,0,1.2,0.5,0,0
2030,Felsorrow Corruptor,120711,1604867,0,1.2,0.5,0,0
2031,Skittering Demon,117509,1604852,0,1.2,0.5,0,0
2032,Hatching Egg,119720,1360250,0,1.2,0.5,0,0
2033,Void Slave,118841,1604847,0,1.2,0.5,0,0
2034,Eredar Voidweaver,118851,1604867,0,1.2,0.5,0,0
2035,Void Expulsion,118846,1604842,0,1.2,0.5,0,0
2036,Stoneblood Basilisk,119139,1604854,0,1.2,0.5,0,0
2037,Toiling Collector,118390,1452427,0,1.2,0.5,0,0
2038,Burning Sentry,120932,1604848,0,1.2,0.5,0,0
2039,Living Felblaze,120933,2166422,0,1.2,0.5,0,0
2040,Felwing Devourer,115056,1416292,0,1.2,0.5,0,0
2041,Wrathguard Soulflayer,100048,1416274,0,1.2,0.5,0,0
2042,Dread Felbat,120342,1604855,0,1.2,0.5,0,0
2043,Felblade Devastator,117546,1604840,0,1.2,0.5,0,0
2044,Dark Tormentor,120896,1604849,0,1.2,0.5,0,0
2045,Cooling Slag Globule,117778,1604844,0,1.2,0.5,0,0
2046,Felfire Supplicant,117955,1604863,0,1.2,0.5,0,0
2047,Jadepyre Magus,117291,1604868,0,1.2,0.5,0,0
2048,Deepsurge Defender,118683,1604871,0,1.2,0.5,0,0
2049,Deepsurge Tidesinger,118679,1604870,0,1.2,0.5,0,0
2050,Deepsurge Punisher,118680,1604858,0,1.2,0.5,0,0
2051,Felbound Spirit,116470,1604866,0,1.2,0.5,0,0
2052,Eredar Overseer,116479,1604850,0,1.2,0.5,0,0
2053,Felborne Abjurer,118943,1604864,0,1.2,0.5,0,0
2054,Felborne Punisher,118322,1604861,0,1.2,0.5,0,0
2055,Deadwood Felcaster,118786,1604873,0,1.2,0.5,0,0
2056,Deadwood Roc,120226,1604853,0,1.2,0.5,0,0
2057,Deadwood Featherblade,118788,1604872,0,1.2,0.5,0,0
2058,Dreadeye,118993,1604874,0,1.2,0.5,0,0
2059,Lord Hel'Nurath,119629,1575491,0,1.2,0.5,0,0
2060,Malorus the Soulkeeper,117094,1604869,0,1.2,0.5,0,0
2061,Duke Sithizi,121134,1604885,0,1.2,0.5,0,0
2062,Somber Dawn,121112,1604884,0,1.2,0.5,0,0
2063,Lady Eldrathe,121107,1604883,0,1.2,0.5,0,0
2064,Brother Badatin,121046,1604887,0,1.2,0.5,0,0
2065,Grossir,121037,1604882,0,1.2,0.5,0,0
2066,Brood Mother Nix,121029,1604881,0,1.2,0.5,0,0
2067,Aqueux,121016,1604880,0,1.2,0.5,0,0
2068,Flllurlokkr,120998,1604878,0,1.2,0.5,0,0
2069,Malgrazoth,117141,1604862,0,1.2,0.5,0,0
2070,Salethan the Broodwalker,117140,1604879,0,1.2,0.5,0,0
2071,Doombringer Zar'thoz,117136,1604859,0,1.2,0.5,0,0
2072,Potionmaster Gloop,117096,1604851,0,1.2,0.5,0,0
2073,Felbringer Xar'thok,117093,1604856,0,1.2,0.5,0,0
2074,Inquisitor Chillbane,117089,1604857,0,1.2,0.5,0,0
2075,Eye of Gurgh,116166,1604886,0,1.2,0.5,0,0
2076,Yuk,92622,132108,0,1,0.4,1,0
2077,Wrathguard Soulflayer,100048,1416274,0,1.2,0.5,0,0
2078,Cloudless Night,92622,1067780,0,1,0.4,1,0
2079,Crumbling Cavern,92622,962046,0,1.2,0.5,1,0
2080,Crumbling Ruins,92622,135236,0,1.2,0.5,1,0
2081,Fel Lava,92622,135793,0,1,0.4,1,0
2082,Dirty Fighting,92622,132309,0,1,0.4,1,0
2083,Fel Meteor,92622,135800,0,1,0.4,1,0
2084,Fel Strike,92622,1388065,0,1,0.4,1,0
2085,Energy Drain,92622,571321,0,1,0.4,1,0
2086,Dread Felbat,120342,1604855,0,1.2,0.5,0,0
2087,Felsorrow Corruptor,120711,1604867,0,1.2,0.5,0,0
2088,Burning Sentry,120932,1604848,0,1.2,0.5,0,0
2090,Vilefiend,119602,1694024,0,1.2,0.5,0,0
2091,Scorchwing Felspitter,119398,1694014,0,1.2,0.5,0,0
2092,Nath'raxan Doomherald,121532,1694020,0,1.2,0.5,0,0
2093,Seething Harbinger,123109,1694039,0,1.2,0.5,0,0
2094,Shadowbound Defiler,123110,1694040,0,1.2,0.5,0,0
2095,Felsiege Infernal,119395,1341743,0,1.2,0.5,0,0
2096,Frenzied Plaguewing,122833,1712224,0,1.2,0.5,0,0
2097,Annihilan Fanatic,120723,1694027,0,1.2,0.5,0,0
2098,Annihilan Warden,120704,1694026,0,1.2,0.5,0,0
2099,Burning Fiend,120637,1694034,0,1.2,0.5,0,0
2100,Augari Wakener,123504,1694037,0,1.2,0.5,0,0
2101,Conservatory Vigilant,123488,1984894,0,1.2,0.5,0,0
2102,Augari Consul,123474,1694036,0,1.2,0.5,0,0
2103,Shadow-Touched Krokul,123301,1694029,0,1.2,0.5,0,0
2104,Argus Vigilant,119828,1984894,0,1.2,0.5,0,0
2105,Shadow-Touched Krokul,121250,1694029,0,1.2,0.5,0,0
2106,Shadowguard Ethereal,119750,1694021,0,1.2,0.5,0,0
2107,Panthara Shadowfang,122010,1694032,0,1.2,0.5,0,0
2108,Darklost Krokul,121563,1694030,0,1.2,0.5,0,0
2109,Shadowguard Voidcaster,119751,1694031,0,1.2,0.5,0,0
2110,Fel Bat,119555,1694015,0,1.2,0.5,0,0
2111,Eredar Demolisher,119562,1694023,0,1.2,0.5,0,0
2112,Eredar Felbinder,119546,1694016,0,1.2,0.5,0,0
2113,Felguard Destroyer,119549,1694007,0,1.2,0.5,0,0
2114,Wrathguard Bladeweaver,119563,1694013,0,1.2,0.5,0,0
2115,Doomguard Destroyer,119547,1694011,0,1.2,0.5,0,0
2116,Soul Flayer,119561,1694022,0,1.2,0.5,0,0
2117,Fel Lord,119550,1694012,0,1.2,0.5,0,0
2118,Antaen,119558,1694019,0,1.2,0.5,0,0
2119,Carrion Swarm,92622,136128,0,1.2,0.5,1,0
2120,Mass Incineration,92622,135794,0,1.2,0.5,1,0
2121,Arcane Barrage,92622,236205,0,1.2,0.5,1,0
2122,Arcane Missiles,92622,136096,0,1.2,0.5,1,0
2123,Decimation,92622,236216,0,1.2,0.5,1,0
2124,Fel Storm,92622,135804,0,1.2,0.5,1,0
2125,Fel Sludge,92622,841218,0,1.2,0.5,1,0
2126,Void Pulse,92622,136202,0,1.2,0.5,1,0
2127,Creeping Gloom,92622,136204,0,1.2,0.5,1,0
2128,Reality Tear,92622,1394890,0,1.2,0.5,1,0
2129,Warp Field,92622,458969,0,1.2,0.5,1,0
2130,Siphoning Corruption,92622,538560,0,1.2,0.5,1,0
2131,Wrathful Embers,92622,840196,0,1.2,0.5,1,0
2132,Woeful Blast,92622,135800,0,1.2,0.5,1,0
2133,Breath of Annihilation,92622,135798,0,1.2,0.5,1,0
2134,Acid Spit,92622,136007,0,1.2,0.5,1,0
2135,Suppression Field,92622,236296,0,1.2,0.5,1,0
2136,Collapsing Void,92622,132886,0,1.2,0.5,1,0
2137,Maddening Whispers,92622,132291,0,1.2,0.5,1,0
2138,Touch of the Void,92622,1120185,0,1.2,0.5,1,0
2139,Everburning Flames,92622,135819,0,1.2,0.5,1,0
2140,Nether Portal,92622,607513,0,1.2,0.5,1,0
2141,Dark Fissure,92622,136201,0,1.2,0.5,1,0
2142,Scorching Blaze,92622,459026,0,1.2,0.5,1,0
2143,Talestra the Vile,127304,1694038,0,1.2,0.5,0,0
2144,Tereck the Selector,127303,1712207,0,1.2,0.5,0,0
2145,Sister Subversia,127301,1712206,0,1.2,0.5,0,0
2146,Vagath the Betrayed,127302,1694018,0,1.2,0.5,0,0
2147,Commander Sathrenael,127305,1712210,0,1.2,0.5,0,0
2148,Naroua,127307,1712212,0,1.2,0.5,0,0
2149,Turek the Lucid,127325,1712219,0,1.2,0.5,0,0
2150,Instructor Tarahna,127320,1712222,0,1.2,0.5,0,0
2151,Jed'hin Champion Vorusk,127321,1712221,0,1.2,0.5,0,0
2152,Sorolis the Ill-Fated,127322,1712220,0,1.2,0.5,0,0
2153,Ataxon,127323,1712204,0,1.2,0.5,0,0
2154,Captain Faruq,127324,1712205,0,1.2,0.5,0,0
2155,Watcher Aival,127339,1712202,0,1.2,0.5,0,0
2156,Admiral Rel'var,127338,1712203,0,1.2,0.5,0,0
2157,Commander Texlaz,127337,1712198,0,1.2,0.5,0,0
2158,All-Seer Xanarian,127336,1452432,0,1.2,0.5,0,0
2159,Varga,127334,1712209,0,1.2,0.5,0,0
2160,Inquisitor Vethroz,127335,1712201,0,1.2,0.5,0,0
2161,Khazaduum,127308,1712213,0,1.2,0.5,0,0
2162,Imp Mother Laglath,127309,1712200,0,1.2,0.5,0,0
2163,Gar'zoth,127310,1694008,0,1.2,0.5,0,0
2164,Blistermaw,127311,1694041,0,1.2,0.5,0,0
2165,Mistress Il'thendra,127312,1694035,0,1.2,0.5,0,0
2166,Siegemaster Voraan,127313,1694025,0,1.2,0.5,0,0
2167,Venomtail Skyfin,127326,1712218,0,1.2,0.5,0,0
2168,Vigilant Kuro,127327,1712217,0,1.2,0.5,0,0
2169,Vigilant Thanos,127328,1712216,0,1.2,0.5,0,0
2170,Kaara the Pale,127329,1712215,0,1.2,0.5,0,0
2171,Wrangler Kravos,127330,1712214,0,1.2,0.5,0,0
2172,Shadowcaster Voruun,127331,1694033,0,1.2,0.5,0,0
2173,Lieutenant Xakaar,127340,1712210,0,1.2,0.5,0,0
2174,Everburning Doombringer,127341,1575494,0,1.2,0.5,0,0
2175,Void Warden Valsuran,127342,1712208,0,1.2,0.5,0,0
2176,Worldsplitter Skuul,127343,1712223,0,1.2,0.5,0,0
2177,Houndmaster Kerrax,127344,1712199,0,1.2,0.5,0,0
2178,Wrath-Lord Yarez,127345,1712211,0,1.2,0.5,0,0
2179,War Machine,144034,2065571,0,1.2,0.5,0,0
2180,Awaiting Ambush,133421,1984888,0,1,0.4,0,0
2182,Test of Shadow,127331,1694033,0,1,0.4,0,0
2183,Ship Blueprints,133346,1984889,0,1.2,0.5,0,0
2184,Moonless Night,133421,1984888,0,1,0.4,0,0
2186,Supply Bridge,134981,1984895,0,1,0.4,0,0
2187,Nearby Bridge,133346,1984889,0,1.2,0.5,0,0
2188,Darkspear Shaman,134981,1984895,0,1,0.4,0,0
2189,Forsaken Dreadguards,137558,1988137,0,1,0.4,0,0
2190,Goblin Sappers,137592,2102748,0,1,0.4,0,0
2191,Huojin Monks,137600,2166411,0,1,0.4,0,0
2192,Shattered Hand Specialist,137555,1988142,0,1,0.4,0,0
2193,Silvermoon Sorceress,137565,1988143,0,1,0.4,0,0
2194,Tauren Earthshakers,137534,1988146,0,1,0.4,0,0
2195,Bloodfang Stalkers,134979,1988138,0,1,0.4,0,0
2196,Dwarven Rifleman,137682,1988144,0,1,0.4,0,0
2197,Exodar Peacekeeper,134977,1988141,0,1,0.4,0,0
2198,Gnomeregan Mechano-Tanks,134972,1988136,0,1,0.4,0,0
2199,Tushui Monks,137602,1988140,0,1,0.4,0,0
2200,Darnassian Sentinels,134777,1988135,0,1,0.4,0,0
2201,Dark Ranger Denyelle,138951,2026465,0,1.2,0.5,0,0
2202,[PH] Combat Specialist Required,133346,1984889,0,1.2,0.5,0,0
2203,[PH] Operative Required,133346,1984889,0,1.2,0.5,0,0
2204,[PH] Expert Technician Required,133346,1984889,0,1.2,0.5,0,0
2205,SI:7 Infiltrator,139527,2057550,0,1.2,0.5,0,0
2206,7th Legion Shocktroopers,134872,2057547,0,1,0.4,0,0
2207,Sailing Wolf Bandit,139541,2057552,0,1.2,0.5,0,0
2208,Highland Alpha,139575,2057549,0,1.2,0.5,0,0
2209,Pride of Gallywix,133346,1984889,0,1.2,0.5,0,0
2210,Warsong Shredders,140242,2057542,0,1.2,0.5,0,0
2211,Captain Tarkan,139916,2057527,0,1.2,0.5,0,0
2212,Dockmaster Mugok,139917,2057526,0,1.2,0.5,0,0
2213,Orux Thrice-Damned,139918,2057525,0,1.2,0.5,0,0
2214,Blood Guard Rockrain,139919,2057533,0,1.2,0.5,0,0
2215,Pride of Gallywix,133346,1984889,0,1.2,0.5,0,0
2216,Illiyana,139920,2057522,0,1.2,0.5,0,0
2217,Sentinel Thenysil,139921,2057519,0,1.2,0.5,0,0
2218,Zoram'gar Docks,133346,1984889,0,1.2,0.5,0,0
2219,Moon Priestess Maestra,139922,2057524,0,1.2,0.5,0,0
2220,Dentaria Silverglade,139923,2057523,0,1.2,0.5,0,0
2221,Deathstalker Hayward,140213,2057521,0,1.2,0.5,0,0
2222,Chief Plaguebringer Harris,140214,2057520,0,1.2,0.5,0,0
2223,Usha Eyegouge,140215,2057517,0,1.2,0.5,0,0
2224,Warden Stillwater,140216,2057538,0,1.2,0.5,0,0
2225,Melisara,140217,2057513,0,1.6,0.5,0,0
2226,Magus Wordeen Voidglare,140219,2057539,0,1.45,0.5,0,0
2227,Ivar Bloodfang,140227,2057536,0,1.2,0.5,0,0
2228,Captain Tobias Zaren,140228,2057537,0,1.2,0.5,0,0
2229,Grumbol Grimhammer,140232,2057518,0,1.2,0.5,0,0
2230,Lord Darius Crowley,140233,2057535,0,1.2,0.5,0,0
2231,Gryphon Master Talonaxe,140234,2057548,0,1.2,0.5,0,0
