ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
2492,Number of hugs,2491,0,0,3231,1,0
2494,server-only,0,1,8,0,0,2
2495,Nexus-Prince Shaffar,2494,1,0,3241,1,2
2496,Undercutting the Competition,2494,1,0,4464,2,2
2498,server-only,0,1,8,0,0,2
2499,Murmur,2498,1,0,3246,1,2
2500,Into the Heart of the Labyrinth,2498,1,0,4469,2,2
2503,server-only,0,0,4,0,0,2
2505,,2503,1,0,12482,2,2
2513,server-only,0,0,5,0,0,2
2515,Kill an NPC that yields XP,2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2555,server-only,0,1,8,0,0,2
2556,Prince Malchezaar,2555,1,0,3254,1,2
2557,A Demonic Presence,2555,1,0,4491,2,2
2559,server-only,0,0,4,0,0,2
2561,server-only,0,1,8,0,0,2
2562,Magtheridon,2561,1,0,3257,1,2
2563,Shroud of the Incarnate,2561,1,0,4901,28,2
2564,Trial of the Naaru: Magtheridon,2561,1,0,4494,2,2
2565,The Fall of Magtheridon,2561,1,0,4495,4,2
2566,Eye of Magtheridon,2561,1,0,4883,10,2
2567,Glaive of the Pit,2561,1,0,4884,11,2
2568,Trial of the Naaru: Magtheridon,2561,1,0,4939,3,2
2569,Girdle of the Endless Pit,2561,1,0,4942,35,2
2570,Cyclone Breastplate,2561,1,0,4890,17,2
2571,Cyclone Chestguard,2561,1,0,4891,18,2
2572,Cyclone Hauberk,2561,1,0,4892,19,2
2573,Justicar Breastplate,2561,1,0,4893,20,2
2574,Justicar Chestpiece,2561,1,0,4895,22,2
2575,Chestguard of Malorne,2561,1,0,4898,25,2
2576,Warbringer Breastplate,2561,1,0,4902,29,2
2577,Demon Stalker Harness,2561,1,0,4904,31,2
2578,Voidheart Robe,2561,1,0,4906,33,2
2579,Pit Lord's Satchel,2561,1,0,4907,34,2
2580,Cloak of the Pit Stalker,2561,1,0,4880,7,2
2581,Terror Pit Girdle,2561,1,0,4888,15,2
2582,Robes of the Incarnate,2561,1,0,4900,27,2
2583,Aegis of the Vindicator,2561,1,0,4879,6,2
2584,The Fall of Magtheridon,2561,1,0,4496,5,2
2585,Justicar Chestguard,2561,1,0,4894,21,2
2586,Thundering Greathelm,2561,1,0,4889,16,2
2587,Netherblade Chestpiece,2561,1,0,4896,23,2
2588,Crystalheart Pulse-Staff,2561,1,0,4881,8,2
2589,Eredar Wand of Obliteration,2561,1,0,4882,9,2
2590,Karaborian Talisman,2561,1,0,4885,12,2
2591,Soul-Eater's Handwraps,2561,1,0,4887,14,2
2592,Chestpiece of Malorne,2561,1,0,4899,26,2
2593,Liar's Tongue Gloves,2561,1,0,4886,13,2
2594,Breastplate of Malorne,2561,1,0,4897,24,2
2595,Vestments of the Aldor,2561,1,0,4905,32,2
2596,Warbringer Chestguard,2561,1,0,4903,30,2
2598,server-only,0,1,8,0,0,2
2599,Kael'thas Sunstrider,2598,1,0,3259,0,2
2600,Kael'thas and the Verdant Sphere,2598,1,0,4499,2,2
2601,Band of the Ranger-General,2598,1,0,4821,3,2
2602,Vestments of the Avatar,2598,1,0,4845,27,2
2603,Nordrassil Chestguard,2598,1,0,4846,28,2
2604,Deathmantle Chestguard,2598,1,0,4838,20,2
2605,Robe of the Corruptor,2598,1,0,4842,24,2
2606,Nordrassil Chestpiece,2598,1,0,4847,29,2
2607,Crown of the Sun,2598,1,0,4822,4,2
2608,Rod of the Sun King,2598,1,0,4825,7,2
2609,Sunhawk Leggings,2598,1,0,4828,10,2
2610,The Nexus Key,2598,1,0,4831,13,2
2611,Cataclysm Chestguard,2598,1,0,4833,15,2
2612,Cataclysm Chestpiece,2598,1,0,4834,16,2
2613,Sunshower Light Cloak,2598,1,0,4829,11,2
2614,Royal Cloak of the Sunstriders,2598,1,0,4826,8,2
2616,Twinblade of the Phoenix,2598,1,0,4832,14,2
2618,Thalassian Wildercloak,2598,1,0,4830,12,2
2619,Royal Gauntlets of Silvermoon,2598,1,0,4827,9,2
2620,Gauntlets of the Sun King,2598,1,0,4823,5,2
2621,Crystalforge Chestguard,2598,1,0,4836,18,2
2622,Crystalforge Chestpiece,2598,1,0,4837,19,2
2623,Destroyer Breastplate,2598,1,0,4839,21,2
2624,Destroyer Chestguard,2598,1,0,4840,22,2
2625,Leggings of Murderous Intent,2598,1,0,4824,6,2
2626,Crystalforge Breastplate,2598,1,0,4835,17,2
2627,Shroud of the Avatar,2598,1,0,4844,26,2
2628,Rift Stalker Hauberk,2598,1,0,4841,23,2
2629,Robes of Tirisfal,2598,1,0,4843,25,2
2630,Nordrassil Chestplate,2598,1,0,4848,30,2
2632,server-only,0,1,8,0,0,2
2633,Illidan Stormrage,2632,1,0,3260,1,2
2634,Warglaive of Azzinoth,2632,1,0,325,3,2
2635,Bulwark of Azzinoth,2632,1,0,4792,6,2
2636,Memento of Tyrande,2632,1,0,4797,11,2
2637,Shroud of the Highborne,2632,1,0,4799,13,2
2638,Stormrage Signet Ring,2632,1,0,4800,14,2
2639,Lightbringer Breastplate,2632,1,0,4803,17,2
2640,Lightbringer Chestpiece,2632,1,0,4805,19,2
2641,Shroud of Absolution,2632,1,0,4807,21,2
2642,Robes of the Tempest,2632,1,0,4815,29,2
2643,Slayer's Chestguard,2632,1,0,4816,30,2
2644,Thunderheart Chestguard,2632,1,0,4817,31,2
2645,Skyshatter Chestguard,2632,1,0,4813,27,2
2646,Vestments of Absolution,2632,1,0,4808,22,2
2647,The Fall of the Betrayer,2632,1,0,4500,2,2
2648,Robe of the Malefic,2632,1,0,4806,20,2
2649,Warglaive of Azzinoth,2632,1,0,326,4,2
2650,The Skull of Gul'dan,2632,1,0,4801,15,2
2651,Skyshatter Breastplate,2632,1,0,4812,26,2
2652,Thunderheart Tunic,2632,1,0,4818,32,2
2653,Crystal Spire of Karabor,2632,1,0,4794,8,2
2654,"Zhar'doom, Greatstaff of the Devourer",2632,1,0,4802,16,2
2655,Black Bow of the Betrayer,2632,1,0,4791,5,2
2656,Cowl of the Illidari High Lord,2632,1,0,4793,7,2
2657,Faceplate of the Impenetrable,2632,1,0,4796,10,2
2658,Shard of Azzinoth,2632,1,0,4798,12,2
2659,Lightbringer Chestguard,2632,1,0,4804,18,2
2660,Onslaught Breastplate,2632,1,0,4810,24,2
2661,Onslaught Chestguard,2632,1,0,4811,25,2
2662,Cursed Vision of Sargeras,2632,1,0,4795,9,2
2663,Gronnstalker's Chestguard,2632,1,0,4809,23,2
2664,Skyshatter Tunic,2632,1,0,4814,28,2
2665,Thunderheart Vest,2632,1,0,4819,33,2
2686,server-only,0,1,8,0,0,2
2687,Warchief Kargath Bladefist,2686,1,0,3249,1,2
2688,Turning the Tide ,2686,1,0,4475,2,2
2689,Trial of the Naaru: Mercy,2686,1,0,4489,6,2
2690,The Will of the Warchief,2686,1,0,4476,3,2
2691,Imprisoned in the Citadel,2686,1,0,4487,4,2
2692,Imprisoned in the Citadel,2686,1,0,4488,5,2
2703,server-only,0,1,8,0,0,2
2704,Lady Vashj,2703,1,0,3258,0,2
2705,Cataclysm Headguard,2703,1,0,4862,15,2
2706,Cataclysm Helm,2703,1,0,4864,17,2
2707,Cowl of the Avatar,2703,1,0,4869,22,2
2708,Belt of One-Hundred Deaths,2703,1,0,4849,3,2
2709,Cobra-Lash Boots,2703,1,0,4850,2,2
2710,Coral Band of the Revived,2703,1,0,4852,5,2
2711,Fang of Vashj,2703,1,0,4853,6,2
2712,Runetotem's Mantle,2703,1,0,4859,12,2
2713,Destroyer Greathelm,2703,1,0,4871,24,2
2714,Rift Stalker Helm,2703,1,0,4874,27,2
2715,Nordrassil Headguard,2703,1,0,4876,29,2
2716,Vestments of the Sea-Witch,2703,1,0,4861,14,2
2717,Cobra-Lash Boots,2703,1,0,4851,4,2
2719,Nordrassil Headpiece,2703,1,0,4877,30,2
2720,Ring of Endless Coils,2703,1,0,4858,11,2
2721,Vashj's Vial Remnant,2703,1,0,7871,32,2
2722,Lightfathom Scepter,2703,1,0,4856,9,2
2723,Crystalforge Faceguard,2703,1,0,4865,18,2
2724,Nordrassil Headdress,2703,1,0,4875,28,2
2725,Glorious Gauntlets of Crestfall,2703,1,0,4854,7,2
2726,Cataclysm Headpiece,2703,1,0,4863,16,2
2727,Hood of the Avatar,2703,1,0,4872,25,2
2728,Serpent Spine Longbow,2703,1,0,4860,13,2
2729,Hood of the Corruptor,2703,1,0,4873,26,2
2730,Prism of Inner Calm,2703,1,0,4857,10,2
2731,Crystalforge Greathelm,2703,1,0,4866,19,2
2732,Crystalforge War-Helm,2703,1,0,4867,20,2
2733,Destroyer Battle-Helm,2703,1,0,4870,23,2
2734,Krakken-Heart Breastplate,2703,1,0,4855,8,2
2735,Deathmantle Helm,2703,1,0,4868,21,2
2736,Cowl of Tirisfal,2703,1,0,4878,31,2
2738,server-only,0,0,4,0,0,2
2739,Exarch Maladaar,2738,1,0,3714,1,2
2744,server-only,0,0,5,0,0,2
2745,Money from questing,2744,0,0,4092,2,8
2746,Money from auctions,2744,0,0,4225,4,8
2748,Money looted from creatures,2744,0,0,4093,3,8
2750,server-only,0,0,4,0,0,2
2751,Highest sale value on an auction,2750,0,0,4223,1,8
2753,server-only,0,0,4,0,0,2
2754,Total gold looted,2753,0,0,4093,1,8
2768,server-only,0,0,4,0,0,2
2769,Cooking skill,2768,375,0,5701,0,1
2771,server-only,0,0,4,0,0,2
2813,server-only,0,0,4,0,0,2
2814,Fished up Lurker,2813,1,0,3622,1,2
2829,server-only,0,0,5,0,0,2
2830,Rebirth (Rank 6),2829,0,0,4972,0,0
2831,Rebirth (Rank 4),2829,0,0,4974,2,0
2832,Rebirth (Rank 3),2829,0,0,4975,3,0
2833,Rebirth (Rank 2),2829,0,0,4976,4,0
2834,Rebirth (Rank 1),2829,0,0,4977,5,0
2836,Rebirth (Rank 5),2829,0,0,4973,1,0
2838,server-only,0,0,5,0,0,2
2839,Redemption,2838,0,0,1245,1,0
2841,Redemption,2838,0,0,7856,7,0
2842,Redemption,2838,0,0,7857,8,0
2843,Redemption,2838,0,0,7858,6,0
2845,Redemption,2838,0,0,7861,4,0
2846,Redemption,2838,0,0,7862,3,0
2848,server-only,0,0,5,0,0,2
2849,Flask of Blinding Light,2848,0,0,4410,0,0
2850,Flask of Fortification,2848,0,0,4415,8,0
2851,Flask of Relentless Assault,2848,0,0,4420,17,0
2852,Flask of Supreme Power,2848,0,0,4422,19,0
2853,Flask of the Titans,2848,0,0,4424,21,0
2854,Shattrath Flask of Pure Death,2848,0,0,4428,25,0
2855,Shattrath Flask of Relentless Assault,2848,0,0,4429,26,0
2856,Unstable Flask of the Elder,2848,0,0,4433,30,0
2857,Flask of Distilled Wisdom,2848,0,0,4413,7,0
2858,Flask of Endless Rage,2848,0,0,4414,10,0
2859,Flask of Stoneblood,2848,0,0,4421,18,0
2860,Shattrath Flask of Fortification,2848,0,0,4426,23,0
2861,Shattrath Flask of Mighty Restoration,2848,0,0,4427,24,0
2862,Unstable Flask of the Soldier,2848,0,0,4435,33,0
2864,Shattrath Flask of Blinding Light,2848,0,0,4425,22,0
2865,Unstable Flask of the Bandit,2848,0,0,4431,28,0
2866,Unstable Flask of the Physician,2848,0,0,4434,31,0
2867,Unstable Flask of the Beast,2848,0,0,4432,29,0
2869,Flask of Mighty Restoration,2848,0,0,4416,9,0
2870,Flask of Petrification,2848,0,0,4417,12,0
2871,Flask of Endless Rage,2848,0,0,13248,11,0
2872,Flask of Stoneblood,2848,0,0,13250,14,0
2873,Flask of the Frost Wyrm,2848,0,0,13252,32,0
2874,Shattrath Flask of Supreme Power,2848,0,0,4430,27,0
2875,Flask of the Frost Wyrm,2848,0,0,4423,20,0
2876,Flask of Pure Mojo,2848,0,0,13249,13,0
2877,Flask of Pure Death,2848,0,0,4418,15,0
2878,Flask of Pure Mojo,2848,0,0,4419,16,0
2879,Unstable Flask of the Sorcerer,2848,0,0,4436,34,0
2887,server-only,0,0,5,0,0,2
2888,Greater Healthstone (0),2887,0,0,4719,0,0
2889,Greater Healthstone (1),2887,0,0,4720,1,0
2890,Healthstone (2),2887,0,0,4724,5,0
2891,Major Healthstone (2),2887,0,0,4730,11,0
2892,Major Healthstone (1),2887,0,0,4729,10,0
2893,Minor Healthstone (1),2887,0,0,4732,13,0
2894,Minor Healthstone (2),2887,0,0,4733,14,0
2895,Master Healthstone (2),2887,0,0,4736,17,0
2896,Minor Healthstone (0),2887,0,0,4731,12,0
2897,Healthstone (0),2887,0,0,4722,3,0
2898,Greater Healthstone (2),2887,0,0,4721,2,0
2899,Lesser Healthstone (2),2887,0,0,4727,8,0
2906,Healthstone (1),2887,0,0,4723,4,0
2907,Master Healthstone (1),2887,0,0,4735,16,0
2908,Major Healthstone (0),2887,0,0,4728,9,0
2909,Master Healthstone (0),2887,0,0,4734,15,0
2910,Lesser Healthstone (0),2887,0,0,4725,6,0
2913,Lesser Healthstone (1),2887,0,0,4726,7,0
2919,server-only,0,0,5,0,0,2
2921,Nagrand Wins,2919,0,0,5735,1,0
2924,Blade's Edge Wins,2919,0,0,5739,0,0
2926,server-only,0,0,5,0,0,2
2927,Nagrand Matches,2926,0,0,5730,1,0
2928,Ruins of Lordaeron Matches,2926,0,0,8593,2,0
2931,Blade's Edge Matches,2926,0,0,5729,0,0
2936,Achieved Merciless Gladiator title.,0,0,4,0,0,0
2937,Merciless Gladiator,2936,1,0,5597,1,2
2939,server-only,0,0,4,0,0,2
2940,Pathaleon the Calculator,2939,1,0,3250,1,0
2942,server-only,0,0,4,0,0,2
2943,Zul'jin,2942,1,0,3255,1,0
2945,server-only,0,0,4,0,0,2
2946,Kael'thas Sunstrider,2945,1,0,3259,1,0
3056,server-only,0,1,8,0,0,2
3062,server-only,0,1,8,0,0,2
3063,Swift White Hawkstrider,3062,0,0,6165,1,2
3068,server-only,0,0,4,0,0,2
3074,server-only,0,0,5,0,0,2
3075,,3074,0,0,6847,0,0
3218,server-only,0,0,4,0,0,2
3219,Blacksmithing plans known,3218,0,0,7224,0,0
3226,server-only,0,0,4,0,0,2
3227,Fish caught,3226,0,0,5695,0,0
3382,server-only,0,1,8,0,0,2
3383,Archmage Arugal,3382,1,0,3263,0,2
3385,server-only,0,1,8,0,0,2
3391,server-only,0,0,4,0,0,2
3392,Arathi Basin battles,3391,0,0,106,0,0
3400,server-only,0,0,4,0,0,2
3401,Harbinger Skyriss,3400,1,0,3252,1,0
3403,server-only,0,0,4,0,0,2
3404,Nefarian,3403,1,0,3273,1,0
3419,server-only,0,0,4,0,0,2
3420,Hakkar,3419,1,0,3275,1,0
3432,server-only,0,0,4,0,0,2
3433,Kael'thas Sunstrider,3432,1,0,3709,1,2
3477,server-only,0,0,5,0,0,2
3478,Money from questing,3477,0,0,4092,2,8
3479,Money from auctions,3477,0,0,4225,4,8
3481,Money looted from creatures,3477,0,0,4093,3,8
3564,server-only,0,0,4,0,0,2
3565,Murmur,3564,1,0,3246,1,0
3592,server-only,0,1,8,0,0,2
3593,Warp Splinter,3592,1,0,3251,1,2
3594,How to Break Into the Arcatraz,3592,1,0,4480,2,2
3705,server-only,0,1,8,0,0,2
3706,Gruul the Dragonkiller,3705,1,0,3256,1,2
3707,Teeth of Gruul,3705,1,0,4919,14,2
3708,Windshear Boots,3705,1,0,4920,15,2
3709,Cyclone Kilt,3705,1,0,4921,16,2
3710,Cyclone Legguards,3705,1,0,4922,17,2
3711,Cyclone War-Kilt,3705,1,0,4923,18,2
3712,Justicar Leggings,3705,1,0,4925,20,2
3713,Justicar Legguards,3705,1,0,4926,21,2
3714,Netherblade Breeches,3705,1,0,4927,22,2
3715,Britches of Malorne,3705,1,0,4928,23,2
3716,Greaves of Malorne,3705,1,0,4929,24,2
3717,Legguards of Malorne,3705,1,0,4930,25,2
3718,Axe of the Gronn Lords,3705,1,0,4909,4,2
3719,The Cudgel of Kar'desh,3705,1,0,4493,2,2
3720,Warbringer Greaves,3705,1,0,4933,28,2
3721,Warbringer Legguards,3705,1,0,4934,29,2
3722,Demon Stalker Greaves,3705,1,0,4935,30,2
3723,Voidheart Leggings,3705,1,0,4937,32,2
3724,Trousers of the Incarnate,3705,1,0,4932,27,2
3725,Cowl of Nature's Breath,3705,1,0,4912,7,2
3726,Dragonspine Trophy,3705,1,0,4913,8,2
3727,Eye of Gruul,3705,1,0,4914,9,2
3728,Collar of Cho'gall,3705,1,0,4911,6,2
3729,Gauntlets of Martial Perfection,3705,1,0,4915,10,2
3730,Gauntlets of the Dragonslayer,3705,1,0,4916,11,2
3731,Gronn-Stitched Girdle,3705,1,0,4917,12,2
3732,Shuriken of Negation,3705,1,0,4918,13,2
3733,Aldori Legacy Defender,3705,1,0,4908,3,2
3734,Bloodmaw Magus-Blade,3705,1,0,4910,5,2
3735,Justicar Greaves,3705,1,0,4924,19,2
3736,Leggings of the Incarnate,3705,1,0,4931,26,2
3737,Legwraps of the Aldor,3705,1,0,4936,31,2
3738,Earthen Signet,3705,1,0,9079,33,2
3809,server-only,0,1,8,0,0,2
3810,Edwin VanCleef,3809,1,0,3262,0,2
3812,server-only,0,1,8,0,0,2
3814,The Grand Betrayal,3812,1,0,4252,1,2
3815,Rig Wars,3812,1,0,4253,2,2
3820,server-only,0,0,4,0,0,2
3821,Onyxia,3820,1,0,3271,1,0
3865,server-only,0,0,4,0,0,2
3866,Total cheers,3865,0,0,3233,1,0
3886,server-only,0,0,5,0,0,2
3889,Auchenai Mana Potion,3886,0,0,4308,0,0
3890,Crystal Mana Potion,3886,0,0,4314,5,0
3892,Greater Mana Potion,3886,0,0,4322,10,0
3893,Major Mana Potion,3886,0,0,4328,15,0
3896,Mana Potion Injector,3886,0,0,4311,2,0
3897,Bottled Nethergon Energy,3886,0,0,4313,4,0
3898,Fel Mana Potion,3886,0,0,4321,9,0
3899,Mana Potion,3886,0,0,4330,17,0
3900,Rulkster's Brain Juice,3886,0,0,4332,19,0
3901,Superior Mana Potion,3886,0,0,4333,20,0
3902,Endless Mana Potion,3886,1,0,7907,27,0
3906,Argent Mana Potion,3886,1,0,7906,26,0
3907,Icy Mana Potion,3886,0,0,5189,32,0
3910,Major Combat Mana Potion,3886,0,0,5188,31,0
3911,Runic Mana Potion,3886,0,0,5184,24,0
3912,Major Combat Mana Potion,3886,0,0,5187,30,0
3913,Combat Mana Potion,3886,1,0,7905,28,0
3914,Lesser Mana Potion,3886,0,0,4323,11,0
3915,Runic Mana Injector,3886,0,0,6379,33,0
3916,Major Combat Mana Potion,3886,0,0,5185,25,0
3917,Major Combat Mana Potion,3886,0,0,5186,29,0
3918,Super Mana Potion,3886,0,0,4312,3,0
3919,Superior Mana Draught,3886,0,0,4327,14,0
3920,Unstable Mana Potion,3886,0,0,4335,22,0
3921,Major Mana Draught,3886,0,0,4326,13,0
3922,Minor Mana Potion,3886,0,0,4331,18,0
3990,server-only,0,0,4,0,0,2
4004,server-only,0,0,4,0,0,2
4005,Mining skill,4004,375,0,5573,0,1
4007,server-only,0,1,4,0,0,2
4008,Ashes of Al'ar,4007,0,0,6166,0,2
4040,server-only,0,0,4,0,0,2
4041,,4040,0,0,448,1,0
4043,server-only,0,0,4,0,0,2
4044,Warsong Gulch flags captured,4043,0,0,439,0,0
4106,server-only,0,1,8,0,0,2
4107,Drakefire Amulet,4106,1,0,4445,3,2
4108,General Drakkisath,4106,1,0,3268,0,2
4109,Blood of the Black Dragon Champion,4106,1,0,4444,2,2
4110,General Drakkisath's Demise,4106,1,0,4443,1,2
4111,Saving the Best for Last,4106,1,0,5060,7,2
4112,Saving the Best for Last,4106,1,0,5063,10,2
4113,Saving the Best for Last,4106,1,0,5067,14,2
4114,Saving the Best for Last,4106,1,0,5068,15,2
4117,Saving the Best for Last,4106,1,0,5073,20,2
4118,Saving the Best for Last,4106,1,0,5071,18,2
4119,Saving the Best for Last,4106,1,0,5061,8,2
4120,Saving the Best for Last,4106,1,0,5065,12,2
4121,Saving the Best for Last,4106,1,0,5070,17,2
4124,Saving the Best for Last,4106,1,0,5069,16,2
4125,Saving the Best for Last,4106,1,0,5066,13,2
4126,Saving the Best for Last,4106,1,0,5059,6,2
4127,Saving the Best for Last,4106,1,0,5062,9,2
4128,Saving the Best for Last,4106,1,0,5058,5,2
4129,Saving the Best for Last,4106,1,0,5064,11,2
4194,server-only,0,1,8,0,0,2
4217,Achieved Brutal Gladiator title.,0,0,4,0,0,0
4218,Brutal Gladiator,4217,1,0,5600,1,2
4220,server-only,0,1,8,0,0,2
4230,server-only,0,0,4,0,0,2
4236,server-only,0,0,4,0,0,2
4237,5v5 Arena Kills,4236,0,0,4961,1,0
4318,server-only,0,1,8,0,0,2
4319,Hard to Kill,4318,1,0,4484,2,2
4320,Kael'thas Sunstrider,4318,1,0,3253,1,2
4322,server-only,0,1,8,0,0,2
4323,Harbinger Skyriss,4322,1,0,3252,1,2
4324,Harbinger of Doom,4322,1,0,4482,2,2
4325,Trial of the Naaru: Tenacity,4322,1,0,4490,3,2
4327,server-only,0,1,8,0,0,2
4438,server-only,0,0,4,0,0,2
4439,Nexus-Prince Shaffar,4438,1,0,3713,1,2
4519,server-only,0,0,4,0,0,2
4520,Magtheridon,4519,1,0,3257,1,0
4686,server-only,0,0,6,0,0,2
4687,Beasts,4686,0,0,4948,1,0
4688,Elemental,4686,0,0,4951,4,0
4689,Humanoid,4686,0,0,4953,6,0
4690,Mechanical,4686,0,0,4954,7,0
4691,Undead,4686,0,0,4955,8,0
4692,Unspecified,4686,0,0,4956,9,0
4693,Totems,4686,0,0,4957,10,0
4694,Demons,4686,0,0,4949,2,0
4695,Dragonkin,4686,0,0,4950,3,0
4696,Giant,4686,0,0,4952,5,0
4712,server-only,0,0,4,0,0,2
4713,,4712,0,0,5593,1,0
4975,server-only,0,0,4,0,0,2
4976,Talon King Ikiss,4975,1,0,3708,1,2
4978,server-only,0,0,4,0,0,2
4979,Alzzin the Wildshaper,4978,1,0,545,1,0
4981,Immol'thar,4978,1,0,546,2,0
5199,server-only,0,0,5,0,0,2
5200,Daily quests,5199,0,0,4984,2,0
5201,Total quests,5199,0,0,3631,1,0
5224,server-only,0,0,4,0,0,2
5225,Warsong Gulch flags returned,5224,0,0,440,0,0
5227,server-only,0,0,4,0,0,2
5228,Highest 5 man team rating,5227,0,0,450,1,0
5249,server-only,0,1,5,0,0,2
5250,Infused Mushroom Meatloaf - Alliance,5249,1,0,11960,5,0
5251,Infused Mushroom Meatloaf - Horde,5249,1,0,11961,14,0
5252,Super Hot Stew,5249,1,0,5703,2,0
5253,Revenge is Tasty,5249,1,0,5702,1,0
5254,Manalicious,5249,1,0,5704,3,0
5255,Soup for the Soul,5249,1,0,5705,4,0
5256,Feast for the Legerddemain - Alliance,5249,1,0,12078,6,0
5257,Feast for the Legerdemain - Horde,5249,1,0,12079,7,0
5258,Infused Mushroom Meatloaf - Alliance,5249,1,0,12080,8,0
5259,Infused Mushroom Meatloaf - Alliance,5249,1,0,12081,9,0
5260,Infused Mushroom Meatloaf - Alliance,5249,1,0,12082,10,0
5261,Infused Mushroom Meatloaf - Alliance,5249,1,0,12083,11,0
5262,Infused Mushroom Meatloaf - Alliance,5249,1,0,12084,12,0
5263,Infused Mushroom Meatloaf - Alliance,5249,1,0,12085,13,0
5290,server-only,0,1,8,0,0,2
5291,The Black Stalker,5290,1,0,3243,1,2
5292,Stalk the Stalker,5290,1,0,4463,2,2
5492,server-only,0,0,4,0,0,2
5493,Highest 3 man personal rating,5492,0,0,447,1,0
5504,server-only,0,0,4,0,0,2
5507,server-only,0,0,4,0,0,2
5508,Warsong Gulch,5507,0,0,5747,0,0
5510,server-only,0,0,4,0,0,2
5511,Alterac Valley battles,5510,0,0,104,0,0
5520,server-only,0,0,4,0,0,2
5521,Alchemy recipes known,5520,0,0,7223,0,0
5612,server-only,0,1,8,0,0,2
5613,Ahune,5612,1,0,477,0,2
5614,Tabard of Summer Flames,5612,1,0,8158,3,2
5615,Tabard of Summer Skies,5612,1,0,8159,4,2
5616,Ahune Kill Quest,5612,1,0,5270,2,2
5617,,5612,1,0,11718,1,2
5652,server-only,0,0,4,0,0,2
5653,Lady Vashj,5652,1,0,3258,1,0
5655,server-only,0,0,4,0,0,2
5656,Fish and other things caught,5655,0,0,5288,1,0
5729,server-only,0,0,5,0,0,2
5731,Kalimdor,5729,0,0,5530,1,0
5732,Burning Crusade Areas,5729,0,0,5531,2,0
5733,Eastern Kingdoms,5729,0,0,5512,0,0
5766,server-only,0,0,4,0,0,2
5767,Daily quests complete,5766,0,0,4984,1,0
5803,server-only,0,0,4,0,0,2
5804,Epoch Hunter,5803,1,0,3715,1,2
5829,server-only,0,0,4,0,0,2
5830,Warchief Kargath Bladefist,5829,1,0,3249,1,0
5849,server-only,0,0,4,0,0,2
5850,Total deaths from other players,5849,0,0,5594,1,0
5873,server-only,0,0,4,0,0,2
5874,2v2 Arena Kills,5873,0,0,4959,1,0
5876,server-only,0,0,5,0,0,2
5879,server-only,0,0,4,0,0,2
5882,server-only,0,1,5,0,0,2
5883,Volatile Healing Potion,5882,0,0,4306,18,0
5884,Bottled Nethergon Vapor,5882,0,0,4289,1,0
5885,Crystal Healing Potion,5882,0,0,4290,2,0
5886,Discolored Healing Potion,5882,0,0,4291,3,0
5887,Major Healing Potion,5882,0,0,4297,9,0
5889,Superior Healing Potion,5882,0,0,4305,17,0
5891,Healing Potion Injector,5882,0,0,4309,20,0
5893,Greater Healing Potion,5882,0,0,4293,5,0
5894,Superior Healing Draught,5882,0,0,4304,16,0
5896,Lesser Healing Potion,5882,0,0,4295,7,0
5897,Minor Healing Potion,5882,0,0,4299,11,0
5899,Healing Potion,5882,0,0,4294,6,0
5900,Rulkster's Secret Sauce,5882,0,0,4301,13,0
5901,Super Healing Potion,5882,0,0,4310,22,0
5903,Combat Healing Potion,5882,1,0,7908,26,0
5908,Super Healing Potion,5882,0,0,4310,14,0
5910,Major Combat Healing Potion,5882,1,0,5180,29,0
5911,Fel Regeneration Potion,5882,0,0,4292,4,0
5912,Major Combat Healing Potion,5882,1,0,5178,27,0
5913,Major Combat Healing Potion,5882,1,0,5179,28,0
5914,Major Combat Healing Potion,5882,1,0,5181,30,0
5917,Major healing Draught,5882,0,0,4296,8,0
5919,Auchenai Healing Potion,5882,0,0,4288,0,0
5924,server-only,0,0,5,0,0,2
5925,Sweet Nectar,5924,0,0,4717,156,2
5926,Thistle Tea,5924,0,0,4718,159,2
5927,Springtime Stout,5924,0,0,10506,195,2
5928,Izzard's Ever Flavor,5924,0,0,10501,190,2
5929,Conjured Purified Water,5924,0,0,4673,104,2
5930,Conjured Water,5924,0,0,4676,107,2
5931,Darkmoon Special Reserve,5924,0,0,4678,109,2
5932,Don Carlos Tequila,5924,0,0,4679,110,2
5933,Dos Ogris,5924,0,0,4680,111,2
5934,Winter Veil Egg Nog,5924,0,0,4681,112,2
5935,Enchanted Water,5924,0,0,4682,113,2
5936,Ethermead,5924,0,0,4684,115,2
5937,Flagon of Dwarven Mead,5924,0,0,4688,119,2
5938,Flask of Stormwind Tawny,5924,0,0,4689,120,2
5939,Goldthorn Tea,5924,0,0,4691,122,2
5940,Steamwheedle Fizzy Spirits,5924,0,0,4715,150,2
5941,Hot Apple Cider,5924,0,0,4694,125,2
5942,Ice Cold Milk,5924,0,0,4695,126,2
5943,Morning Glory Dew,5924,0,0,4701,132,2
5944,Plugger's Blackrock Ale,5924,0,0,4703,134,2
5945,Rumsey Rum Black Label,5924,0,0,4706,137,2
5946,Silverwine,5924,0,0,4709,140,2
5947,Gordok Green Grog,5924,0,0,8991,9,2
5948,Blended Bean Brew,5924,0,0,4659,91,2
5949,Wild Winter Pilsner,5924,0,0,10978,197,2
5950,Cheap Beer,5924,0,0,4665,97,2
5951,Cherry Grog,5924,0,0,4666,98,2
