ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
2181,Shock Blast,,101,16,0,28215,28217,2,0,0,428041,136048,0,0,-1
2182,Waterspout,,101,5,0,2179,2181,2,0,0,75683,132852,1,32,-1
2183,Naz'jar Honor Guard,,101,8,28216,2184,2186,1,92314,0,0,0,0,0,-1
2184,Arc Slash,,101,9,2183,0,2185,2,0,0,428291,132338,0,2048,-1
2185,Enrage,,101,10,2183,0,0,2,0,0,428293,132117,2,0,0
2186,Naz'jar Frost Witch,,101,11,28216,2187,28305,1,92538,0,0,0,0,0,-1
2187,Chain Lightning,,101,12,2186,0,2188,2,0,0,428103,136015,0,192,-1
2188,Lightning Surge,,101,13,2186,0,0,2,0,0,428329,136050,0,128,-1
2189,Squeeze,,102,11,0,0,0,2,0,0,427670,236279,0,1,-1
2190,Curse of Fatigue,,102,7,0,28174,2192,2,0,0,427456,136162,0,32,-1
2192,Dark Fissure,,102,10,0,0,2189,2,0,0,427668,136194,0,4,-1
2193,Dark Fissure,,102,5,0,28173,2190,2,0,0,427672,136194,0,0,-1
2194,Erunak Stonespeaker,,103,5,0,2196,2199,1,30408,0,0,0,1,0,-1
2195,Emberstrike,,103,7,2194,0,2197,2,0,0,429037,132910,0,1,-1
2196,Magma Splash,,103,6,2194,0,2195,2,0,0,429051,135805,0,0,-1
2197,Lava Bolt,,103,8,2194,0,0,2,0,0,429048,135809,0,128,-1
2199,Mindbender Ghur'sha,,103,9,0,2200,0,1,32259,0,0,0,1,0,-1
2200,Absorb Magic,,103,10,2199,0,2201,2,0,0,429172,134430,0,160,-1
2201,Mind Fog,,103,11,2199,0,0,2,0,0,429173,136212,0,4,-1
2204,Stage One: Filthy Invaders!,"Ozumat floods foul ink into the bubble, forming the Ink of Ozumat and Servants of Filth.",104,5,0,28235,2219,0,0,0,0,0,1,0,-1
2219,Stage Two: Tidal Surge,"Once the Ink of Ozumat has been purged, Neptulon empowers himself and his allies with the gift of pure water.",104,23,0,2222,0,0,0,0,0,0,1,0,-1
2220,Ozumat,"Upon reaching 10% health remaining, Ozumat flees back into the depths.",104,26,2219,28283,0,1,34135,0,0,0,1,0,-1
2222,Neptulon,,104,24,2219,2223,2220,1,32081,0,0,0,1,0,-1
2223,Tidal Surge,,104,25,2222,0,0,2,0,0,428952,136037,0,32,-1
2356,Quake,"Rom'ogg Bonecrusher slams the ground, cracking the earth under each player and inflicting $75272s1 Physical damage each second to them for $75272d. After $75379t1 seconds, each of the ground cracks then ruptures and inflicts $75347s1 Physical damage to all enemy targets within $75347A1 yards of the crack.$[!2,4

In Heroic Difficulty, an Angered Earth creature is summoned from each ground crack.$]",105,1,0,2357,2358,2,0,0,0,136025,0,0,-1
2357,Angered Earth,Angered Earth are summoned from Rom'ogg's Quake ability.,105,2,2356,0,0,1,36776,0,0,0,2,8,14
2358,Chains of Woe,"At 66% and 33% health remaining, Rom'ogg Bonecrusher summons a mass of chains called the Chains of Woe that pulls each player close to him and immobilizes them. Players must target and destroy the Chains of Woe to free themselves from the immobilize effect. Immediately after Rom'ogg finishes casting Chains of Woe, he begins to use his Skullcracker.",105,3,0,0,2359,2,0,0,0,136194,0,2,-1
2359,The Skullcracker,"After casting Chains of Woe, Rom'ogg begins to use his Skullcracker. This incredibly powerful attack requires a long windup from Rom'ogg. After 12 seconds, Rom'ogg swings and inflicts $75428s1 Physical damage to all enemies within $75428A1 yards.$[!2,4

In Heroic difficulty, Rom'ogg will swing after 8 seconds of windup.$]",105,4,0,0,2360,2,0,0,0,132338,0,16,-1
2360,Wounding Strike,"Rom'ogg Bonecrusher strikes his current target, inflicting $75571s1% of a normal melee attack's damage and reducing the healing dealt to the target by $75571s2% for $75571d.",105,5,0,0,0,2,0,0,0,132355,0,0,-1
2361,Evolution,"Corla drains the essence of a Nether Dragon corpse and channels this essence into Twilight Zealots. The Evolution effect then rapidly stacks on the Zealot, and if the number of stacks reaches 100 then the Zealot will transform into an Evolved Twilight Zealot for the remainder of the encounter. The stacking Evolution effect lasts $75697d.

If a player moves into the beam between a Twilight Zealot and the Nether Dragon corpse, that player starts to gain the Evolution effect and begins to evolve. If the Evolution effect stacks to 100 on a player, then the player will transform into a Twilight Drakonid.",106,1,0,0,2362,2,0,0,0,236502,0,32,-1
2362,Aura of Acceleration,"Corla emits an aura that accelerates nearby friendly units within $75817a1 yards. Accelerated units have their movement speed increased by $75817s1%, and their attack speed increased by $75817s2%.",106,2,0,0,2363,2,0,0,0,132206,0,0,-1
2363,Dark Command,"Corla issues a dark command, causing a random enemy player to flee in terror for $75823d. The fleeing target is also inflicted with $75823s2 Shadow damage every second.",106,3,0,0,2364,2,0,0,0,136130,0,192,-1
2364,Twilight Zealot,"Two Twilight Zealots are with Corla, preparing to be evolved into Twilight Drakonids.$[!2,4

In Heroic Difficulty, there are three Twilight Zealots.$]",106,4,0,2365,2366,1,34098,0,0,0,0,192,-1
2365,Kneeling in Supplication,"Twilight Zealots kneel before Corla to prepare for their evolution. When kneeling they will perform no actions, and any damage taken is reduced by $75608s2%.",106,5,2364,0,0,2,0,0,0,136176,0,0,-1
2366,Evolved Twilight Zealot,A Twilight Zealot that gains 100 stacks of the Evolution effect transforms into a Evolved Twilight Zealot.,106,6,0,2367,3449,1,36727,0,0,0,0,0,-1
2367,Force Blast,"The Evolved Twilight Zealot projects a blast of pure force at a random enemy player, inflicting $76522s1 Physical damage and stunning the target for $76522d.",106,7,2366,0,2368,2,0,0,0,132365,0,0,-1
2368,Gravity Strike,"The Evolved Twilight Zealot strikes its current enemy target with a magically imbued attack. The strike inflicts $76561s1% of the target's current health as Physical damage, and reduces the target's Attack Power by $76561s2 for $76561d.",106,8,2366,0,2369,2,0,0,0,136189,0,0,-1
2369,Grievous Whirl,"The Evolved Twilight Zealot swings its weapons around him, attacking all enemies within $76524A1 yards. The attack deals $76524s1 Physical damage, causes the targets to bleed for an additional $76524s2 Physical damage every $76524t2 seconds for $76524d. The bleed effect is also removed if the inflicted target becomes fully healed again.",106,9,2366,0,2370,2,0,0,0,132090,0,4,-1
2370,Shadow Strike,"The Evolved Twilight Zealot steps through the shadows and reappears behind his current enemy target. After the Evolved Twilight Zealot reappears, he inflicts $82362s2 Shadow damage to his target.",106,10,2366,0,0,2,0,0,0,136189,0,64,-1
2371,Quicksilver Armor,Karsh Steelbender's Quicksilver Armor reduces all damage taken by $75842s1% when cooled.,107,1,0,0,2372,2,0,0,0,134950,0,1,-1
2372,Superheated Quicksilver Armor,"When Karsh Steelbender moves under the stream of molten metal in the center of the room, his Quicksilver armor begins to heat up. This immediately removes the cooled Quicksilver Armor from him and replaces it with Superheated Quicksilver Armor. The Superheated Quicksilver Armor increases his damage taken by $75846s2% for $75846d. The effect continues to stack for every second he is under the molten stream.

When the duration of Superheated Quicksilver Armor expires, the armor cools off and Karsh gains the Quicksilver Armor effect.",107,2,0,0,2373,2,0,0,0,135806,0,1,-1
2373,Heat Wave,"Every second Karsh Steelbender is under the molten stream of metal, his armor emits a Heat Wave. This inflicts $75851s1 Fire damage to all nearby enemies, but the damage is further multiplied by the number of stacks of Superheated Quicksilver Armor on Karsh.",107,3,0,0,2374,2,0,0,0,135824,0,0,-1
2374,Burning Metal,"When Karsh Steelbender's Quicksilver Armor is superheated, he inflicts $76002s1 Fire damage to his current enemy target whenever he swings his weapon at them. This damage is multiplied by the number of stacks of Superheated Quicksilver Armor on Karsh.",107,4,0,0,2375,2,0,0,0,135824,0,0,-1
2375,Cleave,"Karsh Steelbender swings his glaive in a wild arc, inflicting $15284s1% of his normal melee damage to his current melee target and two other nearby targets within melee distance of Karsh.",107,5,0,0,2376,2,0,0,0,132338,0,0,-1
2376,Lava Spout,"When the duration of Superheated Quicksilver Armor expires, Karsh Steelbender's armor cools off and the excess heat causes lava spouts to erupt from the circular grate inside the room. Players standing on the grate when the lava spouts erupt take $76007s1 Fire damage.",107,6,0,2377,0,2,0,0,0,135830,0,0,-1
2377,Bound Flames,"When the lava spouts erupt from the circular grate, three Bound Flames form and begin to attack nearby enemy players.",107,7,2376,0,0,1,35167,0,0,0,2,8,14
2378,Berserker Charge,"Beauty charges at the farthest away enemy target, inflicting $76030s3 Physical damage and knocking the target back.",108,1,0,0,2379,2,0,0,0,132337,0,0,-1
2379,Flamebreak,Beauty inflicts $76032s1 Fire damage to all nearby enemies within $76032A1 yards and knocks them back.,108,2,0,0,2380,2,0,0,0,135903,0,0,-1
2380,Terrifying Roar,"Beauty roars, causing all nearby enemies to flee in fear for $76028d.",108,3,0,0,2381,2,0,0,0,132111,0,128,-1
2381,Magma Spit,"Beauty spits magma at a random enemy player, inflicting $76031s1 Fire damage and an additional $76031s2 Fire damage every $76031t2 seconds for $76031d. When the magma spit expires or is removed, four additional magma blobs are launched from the player to locations $76058a2 yards away. When these magma blobs land, nearby players within $76070a1 yards are dealt $76070s1 Fire damage.",108,4,0,0,2382,2,0,0,0,135812,0,0,-1
2382,"Lucky, Spot, and Buster","In Heroic Difficulty, two of the three pups of Beauty will fight with Beauty. Engaging either of the two pups will cause Beauty to also attack the players.",108,5,0,2383,0,1,31701,0,0,0,3,8,14
2383,Lava Drool,"The pup's lava drool collects into a pool, and any player standing within this lava pool is dealt $76628s2 Fire damage every $76628t2 seconds. The pools last $76628d before dissipating.",108,6,2382,0,2384,2,0,0,0,135805,2,0,14
2384,Little Big Flame Breath,Beauty's pups channel a flame breath at their current enemy target for $76665d. The target is dealt $76665s1 Fire damage every second.,108,7,2382,0,0,2,0,0,0,236191,2,0,14
2385,Transformation,"When Ascendant Lord Obsidius reaches 69% and 34% of his remaining health, he will randomly target one of the Shadows of Obsidius and jump into it. This results in Obsidius and the Shadow switching places.",109,1,0,0,2386,2,0,0,0,237566,0,32,-1
2386,Stone Blow,"Ascendant Lord Obsidius strikes with a strong attack, inflicting $76185s1% of his normal melee damage and stunning his current enemy target for $76185d.",109,2,0,0,2387,2,0,0,0,132154,0,0,-1
2387,Twilight Corruption,"Ascendant Lord Obsidius corrupts a random enemy player, inflicting $76188s1 Shadow damage every $76188t1 seconds for $76188d.",109,3,0,0,2388,2,0,0,0,237561,0,128,-1
2388,Thunderclap,"Ascendant Lord Obsidius slams the ground, inflicting $76186s1 Nature damage and reducing the movement speed of nearby enemies within $76186A1 yards by $76186s2% for $76186d.",109,4,0,0,2389,2,0,0,0,136105,2,136,14
2389,Shadow of Obsidius,"Ascendant Lord Obsidius fights alongside two Shadows of Obsidius. These ephemeral constructs absorb all incoming damage.$[!2,4

In Heroic Difficulty, Ascendant Lord Obsidius will fight with three Shadows of Obsidius.$]",109,5,0,2390,0,1,35979,0,0,0,0,0,-1
2390,Twitchy,"Shadows of Obsidius will attack the enemy who has most recently generated threat, instead of the enemy with the greatest amount of threat.",109,6,2389,0,2391,2,0,0,0,136176,2,0,14
2391,Crepuscular Veil,Shadows of Obsidius that swing at their current enemy cause all healing dealt to their target to be reduced by $76189s1% for $76189d. This effect stacks up to 4 times.,109,7,2389,0,0,2,0,0,0,136160,2,4,14
2392,Conjure Poisonous Mixture,"Lord Walden conjures a bottle of poisonous mixture then throws it at the location of a random player. When the bottle lands on the ground it erupts. 

The poison immediately inflicts $93697s1 Nature damage to players within $93697A1 yards, and continues to inflict $93697s2 Nature damage every second while decreasing the movement speed of players by $93697s3% for $93697d.",99,3,0,0,2158,2,0,0,0,136242,2,0,14
2394,Crystal Barrage,"Corborus channels a barrage of crystals on the location of a random enemy player, inflicting $86881s1 Physical damage in a $86881A1 yard radius around the location every $86881t1 second for $86881d.$[!2,4

In Heroic difficulty, the Crystal Barrage also summons a Crystal Shard every $86881t1 second within the area.$]",110,1,0,2395,2396,2,0,0,0,237200,0,0,-1
2395,Crystal Shard,"These small shards of crystal have very low health. If a crystal shard ever reaches a player, they will explode and inflict $92122s1 Nature damage and increase damage taken by $92122s2% on all enemies within $92122A1 yards for $92122d.",110,2,2394,0,0,1,37175,0,0,0,2,8,14
2396,Dampening Wave,"Corborus unleases a wave of energy, inflicting $82415s1 Shadow damage to all enemies within $82415A1 yards. The energy wave also inflicts each enemy with a heal absorption effect that will prevent $82415s2 healing on the target for $82415d.",110,3,0,0,2397,2,0,0,0,135749,0,132,-1
2397,Burrow,"After some time has passed, Corborus will burrow into the ground and become unattackable. While Corborus is underground, Rock Borers will periodically emerge from the ground at the location of a random player and begin to attack.

Corborus will also violently erupt out of the ground and resubmerge four times with a Thrashing Charge. After the fourth Thrashing Charge, Corborus emerges out of the ground and resumes normal combat.",110,4,0,2400,0,2,0,0,0,451165,0,32,-1
2398,Rock Borer,"Rock Borers have low health. If not killed quickly, they will inflict Rock Bore on their current target.",110,6,2397,2399,0,1,33863,0,0,0,0,0,-1
2399,Rock Bore,"A Rock Borer wounds their current target, inflicting $80028s1 Physical damage every $80028t1 seconds for $80028d. Rock Bore can stack up to 10 times.",110,7,2398,0,0,2,0,0,0,237403,0,0,-1
2400,Thrashing Charge,"Before Corborus erupts out of the ground with a Thrashing Charge, the ground where he erupts will be disturbed. Corborus then leaps out of the ground and quickly dives back underground. Any player caught in the path of this movement is dealt $81828s1 Physical damage and knocked back.",110,5,2397,0,2398,2,0,0,0,136025,0,16,-1
