ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
189,The Needs of the Many,Talador,Elementals are chaotic by nature and are best avoided. This elemental has something we need: resources. Make it an offer it cannot refuse.,0,0,0,0,2,3,1,1,0,824,0,105,0,26,27788,19,94,0,2700,0,86400,35,500,0,0,0,0,1,0,0
190,Uproot the Problem,Talador,"Our garrison requires resources, so it's harvest time. Kindly remind this savage plant and its minions why we're atop the food chain.",0,0,0,0,2,3,1,1,0,824,0,105,0,26,27788,19,95,0,2700,0,86400,35,600,0,0,0,0,1,0,0
191,Knotty by Nature,Spires of Arak,"An ancient has begun attacking everyone and everything in its path. On a related note, we're currently low on firewood.",0,0,0,0,2,3,1,1,0,824,0,107,0,20,27789,19,96,0,3600,0,86400,35,700,0,0,0,0,1,0,0
192,Nevermore,Spires of Arak,We think the recent dread raven attacks are connected to the arakkoa. We'll investigate them. You hunt down and kill their minions.,0,0,0,0,2,3,1,1,0,824,0,107,0,15,27790,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
193,Mercy Killing,Nagrand,"War has ravaged the region's plant life, and the clefthoof don't have enough to eat. We should thin out their numbers before they starve.",0,0,0,0,2,3,1,1,0,824,0,104,0,15,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
194,Out of His Element,Nagrand,"Enraged, Stonegar has begun attacking shaman near the Throne of the Elements. We must send forces to aid.",0,0,0,0,2,3,1,1,0,824,0,104,0,18,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
195,The Best-Laid Plans...,Shadowmoon Valley,Our former courier got spooked and dropped an important package from Karabor in a thicket of botani and ancients.  Retrieve the package!,0,0,0,0,2,3,1,3,20,824,0,106,0,20,28752,36,91,0,5400,0,86400,65,300,0,0,0,1,1,0,0
196,Free Labor,Frostfire Ridge,Bladespire ogres have captured a band of laborers from the garrison. Infiltrate their fortress and free the workers.,0,0,0,0,2,3,1,3,20,824,0,101,0,12,28753,36,91,0,5400,0,86400,65,300,0,0,0,1,1,0,0
197,Dumb and Dumber,Gorgrond,"Several gronn and ogron came here to attack us, but the dumb beasts are just fighting each other. Let's kill them all and end this farce.",0,0,0,0,2,3,1,3,20,824,0,103,0,17,27785,36,92,0,5400,0,86400,50,450,0,0,0,1,1,0,0
198,Guinea Pigs,Gorgrond,Blackrock orcs are testing out their war machines on the region's unsuspecting fauna. This aggression will not stand!,0,0,0,0,2,3,1,3,20,824,0,103,0,11,27786,36,93,0,5400,0,86400,20,600,0,0,0,1,1,0,0
199,The Plot Thickens,Talador,"Demons have been skulking about the Court of Souls, and it's not because they enjoy the scenery. Find out what they're plotting.",0,0,0,0,2,3,1,3,20,824,0,105,0,16,27787,36,94,0,5400,0,86400,20,750,0,0,0,1,1,0,0
200,Demonic Retribution,Talador,Agents of the Burning Legion are hunting down refugee draenei from Shattrath. Gather the refugees and take them to safety.,0,0,0,0,2,3,1,3,20,824,0,105,0,16,27788,36,95,0,5400,0,86400,20,900,0,0,0,1,1,0,0
201,Bad Day at Work,Spires of Arak,"Several laborers have gone missing, and we fear that the arakkoa plan to burn them alive in sacrifice. We must save them!",0,0,0,0,2,3,1,3,20,824,0,107,0,14,27789,36,96,0,6750,0,86400,20,1050,0,0,0,1,1,0,0
202,Shattered Expectations,Spires of Arak,We have intel that a unit of Shattered Hand orcs is en route to assist the Iron Horde in Talador. Too bad they'll never make it.,0,0,0,0,2,3,1,3,20,824,0,107,0,11,27790,36,97,0,6750,0,86400,20,1200,0,0,0,1,1,0,0
203,Scared of the Dark,Nagrand,"To the south lies Shadowfall Canyon, where wretched creatures are subjucating spirits of Fire, Earth, and Wind. Hopefully, no worse.",0,0,0,0,2,3,1,3,20,824,0,104,0,19,27791,36,98,0,7200,0,86400,20,1350,0,0,0,1,1,0,0
204,Spell Trouble,Nagrand,"High ogres are enslaving gronn with pernicious magic, almost doubling the size of their army. We must put an end to the spellcasting.",0,0,0,0,2,3,1,3,20,824,0,104,0,29,27792,36,99,0,5400,0,86400,20,1500,0,0,0,1,1,0,0
205,Lessons of History,Shadowmoon Valley,"Shadowmoon orcs are summoning void beasts through hastily opened portals that could tear Draenor apart, once again. Stop them!",0,0,0,0,2,3,1,3,15,824,0,106,0,11,28752,36,91,0,5400,0,86400,65,300,0,0,0,1,1,0,0
206,Drunk with Power,Frostfire Ridge,"Gronn attacked an alchemist's wagon, and now they're hopped up on strength elixirs.  Let's get 'em before they find the invisibility potions.",0,0,0,0,2,3,1,3,15,824,0,101,0,23,28753,36,91,0,5400,0,86400,65,300,0,0,0,1,1,0,0
207,Environmental Hazard,Gorgrond,The genesaur and their botani minions are attacking caravans on the road to Talador. We'll make them rue the day they were sprouted!,0,0,0,0,2,3,1,3,15,824,0,103,0,20,27785,36,92,0,5400,0,86400,20,450,0,0,0,1,1,0,0
208,Elements of Surprise,Gorgrond,Our scouts spotted a group of ogre slavers gathering in Gorgrond. We cannot allow them a chance to fortify their position. Attack!,0,0,0,0,2,3,1,3,15,824,0,103,0,12,27786,36,93,0,5400,0,86400,20,600,0,0,0,1,1,0,0
209,Lending a Hand,Talador,"Shattered Hand raiders do not simply kill, they take trophies from their victims. We know their next target. Stop them.",0,0,0,0,2,3,1,3,15,824,0,105,0,11,27787,36,94,0,5400,0,86400,20,750,0,0,0,1,1,0,0
210,Flock Together,Talador,Arakkoa flocks are looting abandoned draenei homesteads. They're also killing any who try to stop them. That makes them our problem now.,0,0,0,0,2,3,1,3,15,824,0,105,0,14,27788,36,95,0,5400,0,86400,20,900,0,0,0,1,1,0,0
211,Peace unto You,Spires of Arak,"The distressed spirits of fallen Azeroth soldiers have begun to rise. Quickly, let us end their torment.",0,0,0,0,2,3,1,3,15,824,0,107,0,19,27789,36,96,0,6750,0,86400,20,1050,0,0,0,1,1,0,0
212,Cat Scratch Fever,Spires of Arak,Some sadistic saberon think the chaos on Draenor means they can butcher innocents without fear of punishment. Disabuse them of that notion.,0,0,0,0,2,3,1,3,15,824,0,107,0,15,27790,36,97,0,6750,0,86400,20,1200,0,0,0,1,1,0,0
213,Fired Up,Nagrand,Some important Burning Blade orcs wish to discuss battle strategy with Iron Horde leaders. It would be a shame if they never arrived.,0,0,0,0,2,3,1,3,15,824,0,104,0,11,27791,36,98,0,7200,0,86400,20,1350,0,0,0,1,1,0,0
214,A Way Out,Nagrand,A group of defectors wishes to escape the Iron Horde! Let's clear the way for them.,0,0,0,0,2,3,1,3,15,824,0,104,0,11,27792,36,99,0,7200,0,86400,20,1500,0,0,0,1,1,0,0
215,Where The Rock Flayers Went,Rock Flayer Island,Modern anthropologists had hoped Draenor would reveal the origin of the rock flayer.  They were disappointed.,0,0,0,0,2,16,1,1,10,824,0,101,0,21,27781,29,90,0,21600,0,86400,80,500,0,0,0,1,1,0,0
217,Umbrafen Treasures,Shadowmoon Valley,Scouts have heard rumors of valuables within a mysterious cave in the Umbrafen.,0,0,0,0,2,35,1,1,0,824,0,106,0,26,26186,33,90,0,1800,0,86400,0,100,0,0,0,0,1,0,0
218,Precious Riches,Frostfire Ridge,Rumors grow of a Pale orc that thrives on ambushing the unsuspecting for anything that shines.  He might be found in a cave to the southwest.,0,0,0,0,2,35,1,1,0,824,0,101,0,23,26186,33,90,0,1800,0,86400,0,100,0,0,0,0,1,0,0
219,Borrok's Fools,Frostfire Ridge,The Grimfrost ogres regularly rob Frostwolf orcs and offer them as sacrifices to Brorrok the Devourer.  Let's relieve them of their stolen goods.,0,0,0,0,2,35,1,1,0,824,0,101,0,12,26186,33,91,0,3600,0,86400,0,200,0,0,0,0,1,0,0
220,The Hypnocroak,Shadowmoon Valley,Legends speak of a cave above the Nightmarsh replete with valuable trade resources - along with an amphibious abomination residing in it.,0,0,0,0,2,35,1,1,0,824,0,106,0,26,26186,33,91,0,3600,0,86400,0,200,0,0,0,0,1,0,0
221,Aerial Rodents of Unusual Size,Frostfire Ridge,"The frostwing screechers of the Southwind Cliffs are overpopulated.  If ignored, this will eventually disrupt mining operations.",0,0,0,0,2,13,1,1,10,824,0,101,0,23,28763,20,91,0,2700,0,9999999,50,200,0,0,0,0,1,0,0
222,Warpstalker Predators,Shadowmoon Valley,We'll need to regularly fend off warpstalkers in the Shimmering Mor to ensure a steady supply of fey dragons for transport purposes.,0,0,0,0,2,13,1,1,10,824,0,106,0,15,28759,20,91,0,2700,0,9999999,50,200,0,0,0,0,1,0,0
223,Dessicus Maximus,Gorgrond,The elementals of Gorgrond are regularly whipped into a frenzy by Dessicus of the Dead Pools.  Let's see what we can do about that.,0,0,0,0,2,13,1,2,10,824,0,103,0,22,28308,20,92,0,2700,0,86400,50,300,0,0,0,0,1,0,0
224,Primal Savages,Gorgrond,The saberon continue to be a menace to our outpost in Gorgrond.  Let's show them why this world isn't named Sabronia.,0,0,0,0,2,13,1,2,10,824,0,103,0,22,28330,20,93,0,2700,0,86400,50,400,0,0,0,0,1,0,0
228,Artillery Suppression,Frostfire Ridge,Iron Horde artillery units have positioned themselves on the ridge above the Shivering Trench.  This is a clear and present danger!,0,0,0,0,2,13,1,1,10,824,0,101,0,23,28763,20,91,0,2700,0,9999999,50,200,0,0,0,0,1,0,0
229,Podlings of Unusual Size,Shadowmoon Valley,"Some say the podlings of Gloomshade Grove bow to the mad king of the east.  Find him, and end his reign of podling terror.",0,0,0,0,2,13,1,1,10,824,0,106,0,26,28759,20,91,0,2700,0,9999999,50,200,0,0,0,0,1,0,0
230,The Kaliri Nuisance,Talador,"A reduced kaliri population would be greatly appreciated by virtually every hero moving about the skies, for all time.",0,0,0,0,2,13,1,2,10,824,0,105,0,15,28335,20,94,0,2700,0,86400,50,500,0,0,0,0,1,0,0
231,Hapless Heroes,Talador,Scouting reports indicate some substandard adventurers are trapped in Deathweb Hollow.  I suppose we should lend a hand.,0,0,0,0,2,13,1,2,10,824,0,105,0,15,28336,20,95,0,2700,0,86400,50,600,0,0,0,0,1,0,0
232,Raiders of the Lost Shard,Spires of Arak,The arakkoa have enslaved more outcasts and have resumed their excavation efforts.  Another setback for them is in order.,0,0,0,0,2,13,1,2,10,824,0,107,0,21,28337,20,96,0,3600,0,86400,50,700,0,0,0,0,1,0,0
240,Orcs in the Mountains!,Orc Mountain,Kill the orcs in the mountains.,0,0,0,0,2,35,1,5,0,824,0,101,0,21,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
241,Orcs in the Mountains!,Orc Mountain,Kill the orcs in the mountains.,0,0,0,0,2,16,1,5,0,824,0,101,0,21,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
242,Honey I Got Your Money,Spires of Arak,"Don't you worry.  Just make like a bear, get in, get the honey, and get out.",0,0,0,0,2,35,1,2,0,824,0,107,0,15,33147,33,97,0,5400,0,86400,0,800,0,0,0,0,1,0,0
243,The Upper Hand,Spires of Arak,The Shattered Hand clan is positioned on the Shattered Rise and likely to strike again.  Handle it!,0,0,0,0,2,13,1,2,10,824,0,107,0,21,28426,20,97,0,3600,0,86400,50,800,0,0,0,0,1,0,0
244,Gorging Ogres,Nagrand,The Highmaul ogres have an excavation underway at Stonecrag Gorge.  Get in there and extract information about their relics!,0,0,0,0,2,13,1,2,10,824,0,104,0,12,28429,20,98,0,3600,0,86400,50,900,0,0,0,0,1,0,0
245,Lug'dol's Thugs,Nagrand,Lug'dol and his nascent brawler thugs are using our supply escorts for combat practice.  You know we can't allow this to continue.,0,0,0,0,2,13,1,2,10,824,0,104,0,12,28432,20,99,0,3600,0,86400,50,1000,0,0,0,0,1,0,0
247,Pier Pressure,Iron Docks,"The Iron Horde have built a harbor in Gorgrond that they call the Iron Docks. Show our enemy how fragile their vaunted ""iron"" truly is.",0,0,0,0,2,3,1,3,20,824,0,103,0,17,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
248,A Bird in the Hand,Skyreach,A little bird informed me that the arakkoa of Skyreach have been preying on our forward scouts. Make sure they regret that decision.,0,0,0,0,2,3,1,3,20,824,0,107,0,14,32930,30,100,615,36000,0,129600,0,1500,0,0,0,0,1,0,0
249,Return to Sender,Upper Blackrock Spire,Orcs from an alternate universe invaded our Blackrock Mountain. How ironic. Let's educate them on what happened to the previous residents.,0,0,0,0,2,3,1,3,20,824,0,164,0,11,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
250,No Rest for the Noble,Auchindoun,Using a mausoleum as a staging ground is a completely new level of disrespect. Let's allow the departed to rest with smiles on their faces.,0,0,0,0,2,3,1,3,20,824,0,105,0,16,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
251,Miner Difficulties,Bloodmaul Slag Mines,"The Bloodmaul use slave labor to fuel their efforts. If we liberate the miners, we'll disrupt their operations. Textbook win-win situation.",0,0,0,0,2,3,1,3,20,824,0,101,0,12,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
252,Off the Rails,Grimrail Depot,"Two words: Orcish engineering.  Even odds their rail system will take care of itself, but let's stack the odds in our favor.",0,0,0,0,2,3,1,3,20,824,0,103,0,22,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
253,Ziggy Sawdust X3-9,The Everbloom,The Ziggy Sawdust X3-9 is the latest in clear-cutting technology. Unleash the adorable robot on the Everbloom and enjoy the show.,0,0,0,0,2,3,1,3,20,824,0,104,0,20,32930,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
254,Two Feet in the Grave,Shadowmoon Burial Grounds,How convenient of Ner'zhul and his lackeys to flee into their clan's burial grounds. It will make choosing their graves much quicker.,0,0,0,0,2,3,1,3,20,824,0,106,0,11,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
255,All Aboard the Fail Boat,Iron Docks,Our enemies boast that their massive ship at the Iron Docks cannot be sunk. This crate of shiny new seaforium charges begs to differ.,0,0,0,0,2,3,1,3,15,824,0,103,0,17,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
256,Shiny!,Skyreach,The dread ravens are gathering scraps from below Skyreach. They are building more of those constructs or nests. They must be stopped.,0,0,0,0,2,3,1,3,25,824,0,107,0,14,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
257,Egg Them On!,Upper Blackrock Spire,The druids fear that the proto-drake populations are plummeting. Rescue their eggs from Warlord Zaela's army in Upper Blackrock Spire.,0,0,0,0,2,3,1,3,15,824,0,164,0,21,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
258,Auchindoom!,Auchindoun,"Scouts report that strange figures are lurking near Auchindoun, disturbing the mausoleums. We must destroy anything with even a hint of fel.",0,0,0,0,2,3,1,3,20,824,0,105,0,16,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
259,Fire and Fury,Bloodmaul Slag Mines,"Rescuing slaves in the Bloodmaul Slag Mines is our priority, but to do this, we must thin the number of fire furies there.",0,0,0,0,2,3,1,2,15,824,0,101,0,17,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
260,Sparks and Steel,Grimrail Depot,"Goblin engineers are designing weapons for Blackrock and Thunderlord orcs. Well, we have weapons too. Go to Grimrail Depot and use them.",0,0,0,0,2,3,1,2,15,824,0,103,0,22,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
261,Savage Patch,The Everbloom,"Some magi stopped to smell the roses in the Everbloom. Oops. If we hurry, we should be able to save some of them.",0,0,0,0,2,3,1,2,15,824,0,104,0,26,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
262,Under Ner'zhul's Nose,Shadowmoon Burial Grounds,Some of the Shadowmoon clan's treasures are poorly guarded. We'll take what we can and destroy the rest!,0,0,0,0,2,3,1,2,15,824,0,106,0,24,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
263,Listen All Y'all,Iron Docks,"They won't stand it. They'll know we planned it. The Iron Horde will think we're a mirage, but it's just sabotage.",0,0,0,0,2,3,1,3,15,824,0,103,0,11,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
264,Clawing Skyward,Skyreach,"Atop Skyreach, the high arakkoa are building mechanical constructs as weapons of war. Stop them, but beware their dread raven guards.",0,0,0,0,2,3,1,3,15,824,0,107,0,14,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
265,Iron Horde's Blackrock,Upper Blackrock Spire,"To siege the Iron Horde held Blackrock Spire, we must rid it of dragonkin and proto-dragons. Their mysterious keeper must also perish.",0,0,0,0,2,3,1,3,15,824,0,164,0,21,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
266,No Rest for Auchindoun,Auchindoun,The Shadow Council is raising warriors interred at Auchindoun to create draenei constructs. Stop them before they defile the place further.,0,0,0,0,2,3,1,2,15,824,0,105,0,24,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
267,Waylay the Warlord,Bloodmaul Slag Mines,"The Bloodmaul have discovered a powerful artifact, and their warlord is overseeing the excavation. Ambush the warlord and take the artifact.",0,0,0,0,2,3,1,2,15,824,0,101,0,12,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
268,Who's the Boss?,Grimrail Depot,"The Grimrail Depot owes its efficiency to goblin and orc overseers. Kill them, and you'll kill its ability to ship arms to distant camps.",0,0,0,0,2,3,1,2,0,824,0,103,0,22,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
269,Griefing with the Enemy,The Everbloom,"We dispatched a mage to deal with a hostile pack of genesaur, but now he's on their side. He must be infected. Time to send in the cavalry.",0,0,0,0,2,3,1,2,0,824,0,104,0,20,28576,30,100,615,14400,0,129600,0,1500,0,0,0,0,1,0,0
270,Frosticleave,Frostfire Ridge,Testing mission complete and all that.,0,0,0,0,2,4,1,1,0,824,0,101,0,0,5793,18,90,0,7,0,99999999,0,0,0,0,0,0,1,0,0
271,Rescue on the Bloody Cliffs,Frostfire Ridge,The bloodmaul ogres of the Stonefury Cliffs are infamous as brutal slavemasters.  Show no quarter and free their slaves.,0,0,0,0,2,13,1,3,15,824,0,101,0,12,31124,32,100,0,21600,0,86400,0,1500,0,0,0,0,1,0,0
272,Ruinous Portents,Gorgrond,"If our troops are to become battle hardened, there would be no better test than the immense magnaron, Drov the Ruiner.",0,0,0,0,2,13,1,3,10,824,0,103,0,17,31124,32,100,0,21600,0,86400,0,1500,0,0,0,0,1,0,0
273,Rise to Power,Shadowmoon Valley,"The Sargerei have taken control of Socrethar's Rise and are establishing countless demonic portals, we can't let this continue.",0,0,0,0,2,13,1,3,20,824,0,106,0,26,31124,32,100,0,28800,0,86400,0,1500,0,0,0,0,1,0,0
274,An Eye for Terror,Talador,We need to shut down the legion gateways in operation within Shattrath.  Strike out at their vigilant watchful eyes.,0,0,0,0,2,13,1,3,10,824,0,105,0,16,31124,32,100,0,28800,0,86400,0,1500,0,0,0,0,1,0,0
275,Harboring Ill Will,Nagrand,The Iron Horde is running critical supply missions from the beach of Ironfist Harbor.  Three of our best should disrupt their operations.,0,0,0,0,2,13,1,3,15,824,0,104,0,22,31124,32,100,0,28800,0,86400,0,1500,0,0,0,0,1,0,0
276,Bladefist Hold,Spires of Arak,The Shattered Hand clan has established the ironically named Bladefist Hold.  Let's make a mockery of it.,0,0,0,0,2,13,1,3,25,824,0,107,0,11,31124,32,100,0,36000,0,86400,0,1500,0,0,0,1,1,0,0
277,Mother Araneae,Gorgrond,With great risk comes great reward.  Plumb the dangers of Darksting Cave in southern Gorgrond and see what you can find.,0,0,0,0,2,35,1,1,0,824,0,103,0,25,26186,33,92,0,3600,0,86400,0,300,0,0,0,0,1,0,0
278,Steamscar Plunder,Gorgrond,The Steamscar of Gorgrond are notorious looters.  Let's repossess the valuables for great justice.,0,0,0,0,2,35,1,1,0,824,0,103,0,25,26186,33,93,0,3600,0,86400,0,400,0,0,0,0,1,0,0
279,The Tomb of Lights,Talador,Shadow Council pillagers continue to ravage the Auchenai catacombs of the Tomb of Lights.,0,0,0,0,2,35,1,1,10,824,0,105,0,24,26186,33,94,0,3600,0,86400,0,500,0,0,0,0,1,0,0
280,Reagents of Mass Destruction,Talador,"As it happens, the reagents used by the Shadow Council fetch a handy sum on the black market.  We're certain there's a stockpile in Gul'rok.",0,0,0,0,2,35,1,2,0,824,0,103,0,24,33147,33,95,0,3600,0,86400,0,600,0,0,0,0,1,0,0
