ID,Name_lang,HordeName_lang,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],ItemVisual,Flags,Field_1_15_3_55112_009[0],Field_1_15_3_55112_009[1],Field_1_15_3_55112_009[2],Field_1_15_3_55112_010,ScalingClassRestricted,Field_1_15_3_55112_012,Field_1_15_3_55112_013,Field_1_15_3_55112_014,Field_1_15_3_55112_015,MinLevel,MaxLevel,Field_1_15_3_55112_018,ItemLevel,Field_1_15_3_55112_020,Field_1_15_3_55112_021
200,10% On Get Hit: Shadow Bolt (20 Damage),,0,3,0,0,0,0,0,0,0,0,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,10% On Get Hit: Shadow Bolt (30 Damage),,0,3,0,0,0,0,0,0,0,0,7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,10% On Get Hit: Shadow Bolt (40 Damage),,0,3,0,0,0,0,0,0,0,0,7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,10% On Get Hit: Shadow Bolt (50 Damage),,0,3,0,0,0,0,0,0,0,0,7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,10% On Get Hit: Shadow Bolt (60 Damage),,0,3,0,0,0,0,0,0,0,0,7618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,10% On Get Hit: Shadow Bolt (70 Damage),,0,3,0,0,0,0,0,0,0,0,7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,Increases Healing +2,,0,3,0,0,0,0,0,0,0,0,7675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,Increases Healing +4,,0,3,0,0,0,0,0,0,0,0,7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,Increases Healing +7,,0,3,0,0,0,0,0,0,0,0,7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,Increases Healing +9,,0,3,0,0,0,0,0,0,0,0,7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,Increases Healing +11,,0,3,0,0,0,0,0,0,0,0,7679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,Increases Healing +13,,0,3,0,0,0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,Increases Healing +15,,0,3,0,0,0,0,0,0,0,0,7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,Increase Fire Effects +1,,0,3,0,0,0,0,0,0,0,0,7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,Increases Fire Effects +3,,0,3,0,0,0,0,0,0,0,0,7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,Increases Fire Effects +4,,0,3,0,0,0,0,0,0,0,0,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,Increases Fire Effects +6,,0,3,0,0,0,0,0,0,0,0,7686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217,Increases Fire Effects +7,,0,3,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,Increases Fire Damage +9,,0,3,0,0,0,0,0,0,0,0,7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,Increases Fire Damage +10,,0,3,0,0,0,0,0,0,0,0,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,Increases Nature Effects +1,,0,3,0,0,0,0,0,0,0,0,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
221,Increases Nature Effects +3,,0,3,0,0,0,0,0,0,0,0,7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,Increases Nature Effects +4,,0,3,0,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,Increases Nature Effects +6,,0,3,0,0,0,0,0,0,0,0,7693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,Increases Nature Effects +7,,0,3,0,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,Increases Nature Effects +9,,0,3,0,0,0,0,0,0,0,0,7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,Increases Nature Effects +10,,0,3,0,0,0,0,0,0,0,0,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Increases Frost Effects +1,,0,3,0,0,0,0,0,0,0,0,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,Increases Frost Effects +3,,0,3,0,0,0,0,0,0,0,0,7698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,Increases Frost Effects +4,,0,3,0,0,0,0,0,0,0,0,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,Increases Frost Effects +6,,0,3,0,0,0,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,Increases Frost Effects +7,,0,3,0,0,0,0,0,0,0,0,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,Increases Frost Effects +9,,0,3,0,0,0,0,0,0,0,0,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,Increases Frost Effects +10,,0,3,0,0,0,0,0,0,0,0,7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,Increases Shadow Effects +1,,0,3,0,0,0,0,0,0,0,0,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,Increases Shadow Effects +3,,0,3,0,0,0,0,0,0,0,0,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,Increases Shadow Effects +4,,0,3,0,0,0,0,0,0,0,0,7706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,Increases Shadow Effects +6,,0,3,0,0,0,0,0,0,0,0,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,Increases Shadow Effects +7,,0,3,0,0,0,0,0,0,0,0,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,Increases Shadow Effects +9,,0,3,0,0,0,0,0,0,0,0,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,Increases Shadow Effects +10,,0,3,0,0,0,0,0,0,0,0,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Weapon Damage +2,,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
242,Health +15,,0,3,0,0,0,0,0,0,0,0,7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,Spirit +1,,0,3,0,0,0,0,0,0,0,0,7456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,Intellect +4,,0,3,0,0,0,0,0,0,0,0,7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,Armor +5,,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,Mana +20,,0,3,0,0,0,0,0,0,0,0,7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
247,Agility +1,,0,3,0,0,0,0,0,0,0,0,7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,Strength +1,,0,3,0,0,0,0,0,0,0,0,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,Beastslaying +2,,0,3,0,0,0,0,0,0,0,0,7784,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,Weapon Damage +1 ,,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,Intellect +1,,0,3,0,0,0,0,0,0,0,0,7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,Spirit +6,,0,3,0,0,0,0,0,0,0,0,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,Absorption (50),,0,3,0,0,0,0,0,0,0,0,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,Health +25,,0,3,0,0,0,0,0,0,0,0,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,Spirit +3,,0,3,0,0,0,0,0,0,0,0,7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,+5 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,Armor +10,,0,4,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,Fishing Lure +25,,0,3,0,0,0,0,0,0,0,0,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,Fishing Lure +50,,0,3,0,0,0,0,0,0,0,0,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,Fishing Lure +75,,0,3,0,0,0,0,0,0,0,0,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,Fishing Lure +100,,0,3,0,0,0,0,0,0,0,0,8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,Windfury 1,,0,3,0,0,20,0,0,20,0,0,439431,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,Windfury 2,,0,3,0,0,20,0,0,20,0,0,439431,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,Flametongue Totem 2,,0,1,0,0,100,0,0,100,0,0,8248,0,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,+2 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,+4 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,+6 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,+8 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,+10 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,+12 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,+14 Weapon Fire Damage,,0,3,0,0,0,0,0,0,0,0,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,Orb of Fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,Instant Poison,,40,1,0,0,20,0,0,20,0,0,8680,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,Instant Poison II,,55,1,0,0,20,0,0,20,0,0,8685,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
325,Instant Poison III,,70,1,0,0,20,0,0,20,0,0,8689,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,+8 Agility,,0,3,0,0,0,0,0,0,0,0,9098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,+32 Armor,,0,4,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,+40 Armor,,0,4,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,+36 Armor,,0,4,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,+44 Armor,,0,4,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,+48 Armor,,0,4,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,+9 Agility,,0,3,0,0,0,0,0,0,0,0,9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,+8 Intellect,,0,3,0,0,0,0,0,0,0,0,9104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,+8 Spirit,,0,3,0,0,0,0,0,0,0,0,9109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,+8 Strength,,0,3,0,0,0,0,0,0,0,0,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,+8 Stamina,,0,3,0,0,0,0,0,0,0,0,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,+9 Intellect,,0,3,0,0,0,0,0,0,0,0,9105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,+9 Spirit,,0,3,0,0,0,0,0,0,0,0,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,+9 Stamina,,0,3,0,0,0,0,0,0,0,0,9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
357,+9 Strength,,0,3,0,0,0,0,0,0,0,0,9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
358,+10 Agility,,0,3,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,+10 Intellect,,0,3,0,0,0,0,0,0,0,0,9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,+10 Spirit,,0,3,0,0,0,0,0,0,0,0,9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,+10 Stamina,,0,3,0,0,0,0,0,0,0,0,9117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,+10 Strength,,0,3,0,0,0,0,0,0,0,0,9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,+11 Agility,,0,3,0,0,0,0,0,0,0,0,9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364,+11 Intellect,,0,3,0,0,0,0,0,0,0,0,9107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,+11 Spirit,,0,3,0,0,0,0,0,0,0,0,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,+11 Stamina,,0,3,0,0,0,0,0,0,0,0,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,+11 Strength,,0,3,0,0,0,0,0,0,0,0,9122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,+12 Agility,,0,3,0,0,0,0,0,0,0,0,9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,+12 Intellect,,0,3,0,0,0,0,0,0,0,0,9108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
370,+12 Spirit,,0,3,0,0,0,0,0,0,0,0,9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371,+12 Stamina,,0,3,0,0,0,0,0,0,0,0,9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
372,+12 Strength,,0,3,0,0,0,0,0,0,0,0,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,+52 Armor,,0,4,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
384,+56 Armor,,0,4,0,0,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
385,+60 Armor,,0,4,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,+16 Armor,,0,4,0,0,79,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
387,+17 Armor,,0,4,0,0,81,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,+18 Armor,,0,4,0,0,84,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,+19 Armor,,0,4,0,0,87,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
403,+13 Agility,,0,3,0,0,0,0,0,0,0,0,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404,+14 Agility,,0,3,0,0,0,0,0,0,0,0,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
405,+13 Intellect,,0,3,0,0,0,0,0,0,0,0,9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,+14 Intellect,,0,3,0,0,0,0,0,0,0,0,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
407,+13 Spirit,,0,3,0,0,0,0,0,0,0,0,9262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,+14 Spirit,,0,3,0,0,0,0,0,0,0,0,9263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,+13 Stamina,,0,3,0,0,0,0,0,0,0,0,9264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
410,+13 Strength,,0,3,0,0,0,0,0,0,0,0,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,+14 Stamina,,0,3,0,0,0,0,0,0,0,0,9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
412,+14 Strength,,0,3,0,0,0,0,0,0,0,0,9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
423,Increase Spell Damage +1,,0,3,0,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,Increase Spell Damage +2,,0,3,0,0,0,0,0,0,0,0,9393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,Increase Spell Damage +4,,0,3,0,0,0,0,0,0,0,0,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,Increase Spell Damage +5,,0,3,0,0,0,0,0,0,0,0,9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
427,Increase Spell Damage +6,,0,3,0,0,0,0,0,0,0,0,9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,Increase Spell Damage +7,,0,3,0,0,0,0,0,0,0,0,9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,Increase Spell Damage +8,,0,3,0,0,0,0,0,0,0,0,9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,Increase Spell Damage +9,,0,3,0,0,0,0,0,0,0,0,9415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,Increase Spell Damage +11,,0,3,0,0,0,0,0,0,0,0,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,Increase Spell Damage +12,,0,3,0,0,0,0,0,0,0,0,9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,Increase Fire Damage +11,,0,3,0,0,0,0,0,0,0,0,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,Increase Fire Damage +13,,0,3,0,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,Increases Fire Damage +14,,0,3,0,0,0,0,0,0,0,0,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,Critical Hit +5%,,0,3,0,0,0,0,0,0,0,0,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,Increases Frost Effects +11,,0,3,0,0,0,0,0,0,0,0,9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,Increases Frost Effects +13,,0,3,0,0,0,0,0,0,0,0,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,Increases Frost Effects +14,,0,3,0,0,0,0,0,0,0,0,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,Increases Healing +12,,0,3,0,0,0,0,0,0,0,0,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,Increases Healing +20,,0,3,0,0,0,0,0,0,0,0,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,Increases Healing +22,,0,3,0,0,0,0,0,0,0,0,9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,Increases Nature Effects +11,,0,3,0,0,0,0,0,0,0,0,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,Increases Nature Effects +13,,0,3,0,0,0,0,0,0,0,0,9410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,Increases Nature Effects +14,,0,3,0,0,0,0,0,0,0,0,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
446,Increases Shadow Effects +11,,0,3,0,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,Increases Shadow Effects +13,,0,3,0,0,0,0,0,0,0,0,9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,Increases Shadow Effects +14,,0,3,0,0,0,0,0,0,0,0,9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,Mithril Spike (16-20),,0,3,0,0,0,0,0,0,0,0,9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,Mithril Spurs,,0,3,0,0,0,0,0,0,0,0,7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483,Sharpened +6,,0,2,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Weighted +6,,0,2,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
503,Rockbiter 4,,0,3,0,0,0,0,0,0,0,0,15569,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,Rockbiter +80,,0,2,0,0,80,0,0,80,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,Flametongue 4,,0,3,3,0,100,0,0,100,0,0,436519,415138,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,Frostbrand 3,,0,1,0,0,0,0,0,0,0,0,10458,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
525,Windfury 3,,0,3,0,0,20,0,0,20,0,0,439431,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
543,Flametongue Totem 3,,0,1,0,0,100,0,0,100,0,0,10523,0,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
563,Windfury Totem 2,,0,1,0,0,20,0,0,20,0,0,10608,0,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,Windfury Totem 3,,0,1,0,0,20,0,0,20,0,0,10610,0,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,+1 Agility / +1 Spirit,,0,3,3,0,0,0,0,0,0,0,7471,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
584,+1 Agility / +1 Intellect,,0,3,3,0,0,0,0,0,0,0,7471,7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585,+1 Agility / +1 Stamina,,0,3,3,0,0,0,0,0,0,0,7471,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,+1 Agility / +1 Strength,,0,3,3,0,0,0,0,0,0,0,7471,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
587,+1 Intellect / +1 Spirit,,0,3,3,0,0,0,0,0,0,0,7468,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
588,+1 Intellect / +1 Stamina,,0,3,3,0,0,0,0,0,0,0,7468,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
589,+1 Intellect / +1 Strength,,0,3,3,0,0,0,0,0,0,0,7468,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,+1 Spirit / +1 Stamina,,0,3,3,0,0,0,0,0,0,0,7474,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
591,+1 Spirit / +1 Strength,,0,3,3,0,0,0,0,0,0,0,7474,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
592,+1 Stamina / +1 Strength,,0,3,3,0,0,0,0,0,0,0,7477,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,Crippling Poison II,,0,1,0,0,30,0,0,30,0,0,11201,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623,Instant Poison IV,,85,1,0,0,20,0,0,20,0,0,11335,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
624,Instant Poison V,,100,1,0,0,20,0,0,20,0,0,11336,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
625,Instant Poison VI,,115,1,0,0,20,0,0,20,0,0,11337,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
626,Deadly Poison III,,90,1,0,0,30,0,0,30,0,0,11353,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
627,Deadly Poison IV,,105,1,0,0,30,0,0,30,0,0,11354,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,Mind-Numbing Poison III,,100,1,0,0,20,0,0,20,0,0,11398,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,Scope (+5 Damage),,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
664,Scope (+7 Damage),,0,2,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
683,Rockbiter 6,,0,3,0,0,0,0,0,0,0,0,16312,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,+15 Strength,,0,3,0,0,0,0,0,0,0,0,13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,Wound Poison,,60,1,0,0,30,0,0,30,0,0,13218,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
704,Wound Poison II,,75,1,0,0,30,0,0,30,0,0,13222,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
